Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
40001.0,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761.0,BENTON,4795244141.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"603 NORTH PROGRESS AVENUE SILOAM SPRINGS, AR (36.190377, -94.509658)",https://www.northwesthealth.com/siloam-springs-regional-hospital,https://www.northwesthealth.com/siloam-springs-directions,https://www.northwesthealth.com/siloam-springs-phone-directory,True
50072.0,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596.0,CONTRA COSTA,9252954000.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,This hospital's star rating only includes data reported on inpatient services.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1425 S MAIN STREET WALNUT CREEK, CA (37.891512, -122.057943)",https://healthy.kaiserpermanente.org/northern-california/facilities/Kaiser-Permanente-Walnut-Creek-Medical-Center-100313,https://thrive.kaiserpermanente.org/care-near-you/northern-california/diablo/locations/walnut-creek-medical-center/,http://www.hospital-data.com/hospitals/KAISER-FOUNDATION-HOSPITAL---WALNUT-877.html,True
60100.0,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,CO,80012.0,ARAPAHOE,3038735511.0,Acute Care Hospitals,Proprietary,True,True,5,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1501 S POTOMAC ST AURORA, CO (39.689346, -104.83115)",https://auroramed.com/,https://auroramed.com/about/contact.dot,https://auroramed.com/about/phone-directory/,True
110032.0,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577.0,STEPHENS,7062824250.0,Acute Care Hospitals,Government - Hospital District or Authority,True,True,4,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"163 HOSPITAL DRIVE TOCCOA, GA (34.59302, -83.347172)",http://stephenscountyhospital.com/,http://stephenscountyhospital.com/patients/phone-directory/,http://stephenscountyhospital.com/contact/,True
100122.0,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539.0,OKALOOSA,8506898100.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,"151 REDSTONE AVE SE CRESTVIEW, FL (30.73708, -86.566827)",https://www.northokaloosa.com/,https://www.northokaloosa.com/career-opportunities,https://www.northokaloosa.com/phone-directory,True
50205.0,EAST VALLEY GLENDORA HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740.0,LOS ANGELES,6263350231.0,Acute Care Hospitals,Proprietary,True,True,4,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"150 WEST ROUTE 66 GLENDORA, CA (34.128685, -117.865193)",https://www.glendorahospital.com/,https://www.glendorahospital.com/Careers.aspx,http://hfcis.cdph.ca.gov/LongTermCare/Facility.aspx?fac=930000060,True
50169.0,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 WASHINGTON BLVD,WHITTIER,CA,90602.0,LOS ANGELES,5266980811.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,"12401 WASHINGTON BLVD WHITTIER, CA (33.967433, -118.048143)",https://www.pihhealth.org/,https://www.pihhealth.org/locations/locations-profile/?id=3,https://www.pihhealth.org/contact-us/phone-directory/,True
40074.0,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076.0,PULASKI,5019857000.0,Acute Care Hospitals,Proprietary,True,,1,,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1400 BRADEN STREET JACKSONVILLE, AR (34.872381, -92.124697)",http://www.northmetromed.com/,http://www.northmetromed.com/contact-us,http://www.northmetromed.com/physicians,True
50425.0,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825.0,SACRAMENTO,9169735000.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,3,This hospital's star rating only includes data reported on inpatient services.,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2025 MORSE AVENUE SACRAMENTO, CA (38.602162, -121.392238)",https://healthy.kaiserpermanente.org/northern-california/facilities/Kaiser-Permanente-Sacramento-Medical-Center-and-Medical-Offices-100330?stop_mobi=yes,https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/locations/sacramento-medical-center/,https://www.healthcare4ppl.com/hospital/california/sacramento/kaiser-foundation-hospital-sacramento-050425.html,True
50006.0,ST JOSEPH HOSPITAL EUREKA CA,2700 DOLBEER ST,EUREKA,CA,95501.0,HUMBOLDT,7074458121.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,"2700 DOLBEER ST EUREKA, CA (40.783103, -124.142039)",https://www.stjoehumboldt.org/,https://www.stjoehumboldt.org/contact-us/,https://www.stjoehumboldt.org/contact-us/phone-directory-st-joseph-hospital-eureka/,True
100268.0,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428.0,PALM BEACH,5614888000.0,Acute Care Hospitals,Proprietary,True,True,1,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"21644 STATE RD 7 BOCA RATON, FL (26.354571, -80.203236)",https://www.westbocamedctr.com/,https://www.westbocamedctr.com/for-medical-professionals/careers-at-west-boca-medical-center,https://www.westbocamedctr.com/contact-us,True
50411.0,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710.0,LOS ANGELES,3105176441.0,Acute Care Hospitals,Voluntary non-profit - Other,False,True,4,This hospital's star rating only includes data reported on inpatient services.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"25825 SOUTH VERMONT AVENUE HARBOR CITY, CA (33.788623, -118.294366)",https://healthy.kaiserpermanente.org/southern-california/facilities/South-Bay-Medical-Center-100049,https://thrive.kaiserpermanente.org/care-near-you/southern-california/south-bay/locations/,https://thrive.kaiserpermanente.org/care-near-you/southern-california/south-bay/locations/south-bay-medical-center/,True
50058.0,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204.0,LOS ANGELES,8185021900.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1420 S CENTRAL AVE GLENDALE, CA (34.127789, -118.257795)",https://www.dignityhealth.org/socal/locations/glendalememorial,https://www.dignityhealth.org/socal/locations/glendalememorial/contact-us,https://locations.dignityhealth.org/dignity-health-glendale-memorial-hospital-glendale-ca,True
110046.0,"PIEDMONT WALTON HOSPITAL, INC",2151 W SPRING STREET,MONROE,GA,30655.0,WALTON,7702678461.0,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2151 W SPRING STREET MONROE, GA (33.798635, -83.746316)",https://www.piedmont.org/locations/piedmont-walton/home,https://www.piedmont.org/locations/location-details?practice=1363,https://www.piedmont.org/locations/piedmont-walton/walton-phone-directory,True
60013.0,MERCY REGIONAL MEDICAL CENTER DURANGO CO,1010 THREE SPRINGS BLVD,DURANGO,CO,81301.0,LA PLATA,9702474311.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1010 THREE SPRINGS BLVD DURANGO, CO (37.235054, -107.824841)",https://www.centura.org/locations/mercy-regional-medical-center,https://www.centura.org/locations/mercy-regional-medical-center/medical-services,https://www.centura.org/locations/mercy-regional-medical-center/about,True
50552.0,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364.0,LOS ANGELES,8188761771.0,Acute Care Hospitals,Voluntary non-profit - Private,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"23388 MULHOLLAND DRIVE WOODLAND HILLS, CA (34.158498, -118.636141)",https://www.mptf.com/,https://www.mptf.com/contact/,http://www.hasc.org/member-hospital/mptf-motion-picture-and-television-fund-hospital,True
80006.0,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,SEAFORD,DE,19973.0,SUSSEX,3026296611.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"801 MIDDLEFORD RD SEAFORD, DE (38.642332, -75.605325)",http://www.nanticoke.org/,http://www.nanticoke.org/locations/,http://www.nanticoke.org/contact-us/,True
100236.0,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952.0,CHARLOTTE,9416291181.0,Acute Care Hospitals,Proprietary,True,True,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"21298 OLEAN BLVD PORT CHARLOTTE, FL (26.987872, -82.097729)",https://fawcetthospital.com/,https://fawcetthospital.com/about/contact.dot,https://fawcetthospital.com/careers/,True
50125.0,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116.0,SANTA CLARA,4082595000.0,Acute Care Hospitals,Government - Federal,True,True,1,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"225 N JACKSON AVENUE SAN JOSE, CA (37.363787, -121.848823)",https://regionalmedicalsanjose.com/,https://regionalmedicalsanjose.com/about/contact.dot,https://regionalmedicalsanjose.com/about/phone-directory/,True
60009.0,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033.0,JEFFERSON,3034254500.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,"8300 W 38TH AVE WHEAT RIDGE, CO (39.769328, -105.089291)",https://www.sclhealth.org/locations/lutheran-medical-center/about/,https://www.sclhealth.org/locations/lutheran-medical-center/patients-visitors/,https://www.sclhealth.org/,True
50633.0,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465.0,SAN LUIS OBISPO,8054343500.0,Acute Care Hospitals,Proprietary,True,True,2,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1100 LAS TABLAS RD TEMPLETON, CA (35.554389, -120.72013)",https://www.twincitieshospital.com/,https://www.twincitieshospital.com/contact-us,https://www.twincitieshospital.com/about-us/careers,True
100255.0,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615.0,HILLSBOROUGH,8138827159.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"6001 WEBB RD TAMPA, FL (28.00224, -82.575148)",https://memorialhospitaltampa.com/,https://memorialhospitaltampa.com/about/contact.dot,https://morecareerchoices.com/location/tampa-community-hospital,True
