 Item Description,Charge Amount
DRILL BIT  1.8 X 110MM QC W DEPTH MARKS,525.83
DRILL BIT  1.8MM,620.73
DRILL BIT  1.8MM X 100MM,620.73
DRILL BIT  1.8MM X 100MM MINI/QC,620.73
DRILL BIT  1.9 X 27MM AO,417.6
DRILL BIT  14MM,1264.5
DRILL BIT  2.0,525.83
DRILL BIT  2.0MM,585.63
DRILL BIT  2.0MM DIA X 100 QC,271.89
DRILL BIT  2.4,255.2
DRILL BIT  2.4 X 100MM QC,620.73
DRILL BIT  2.4MM J-LATCH,620.73
DRILL BIT  2.4MM X 125MM/MINI QC,620.73
DRILL BIT  2.5MM W/STOP 14MM,1890
DRILL BIT  2.6MM,585.63
DRILL BIT  2.7MM,585.63
DRILL BIT  2.7MM DIA X 100 QC,255.2
DRILL BIT  3.2 SHORT,597.65
DRILL BIT  3.2MM,838.76
DRILL BIT  3.2MM  3 FLUTED,910.58
DRILL BIT  3.5MM,1567.22
DRILL BIT  4.5 CANNULATED,1256.85
DRILL BIT  4.9MM CANNULATED,1679.13
DRILL BIT  ASSEMBLY 4.7MM,360
DRILL BIT  AXSOS 2.5 X 125 MM W AO,486
DRILL BIT  AXSOS 2.7 X 125 MM,537.03
DRILL BIT  AXSOS 3.1 X 204 MM,422.82
DRILL BIT  AXSOS 3.5 X 125 MM W AO,486
DRILL BIT  CALIBRATED 2.8,661.77
DRILL BIT  CALIBRATED 3.2 X 215MM,741.29
DRILL BIT  CANNULATED 4.5MM,1539
DRILL BIT  DISSECTING TOOL,488.48
DRILL BIT  J LATCH 1.0,620.73
DRILL BIT  MOD HAND SYS .76 X 44.5 X10MM,523.26
DRILL BIT (RED) 3MM FLUTED MATCHSTICK,327.02
DRILL BIT .076 MM DIA W 14MMM STOP,523.26
DRILL BIT 02.0 MM X 40 MM L91MM AO,637.88
DRILL BIT 1.0 MOD HAND,261.63
DRILL BIT 1.0 X 20MM L76MM AOQC F/HAND 1.2 FIX SCREW,522
DRILL BIT 1.1 MOD HAND,261.63
DRILL BIT 1.1 X 50MM 3.5MM STOP,576
DRILL BIT 1.1 X 50MM 5.0MM STOP,576
DRILL BIT 1.1 X 60MM QUICK COUPLING,255.2
DRILL BIT 1.1MM,318.06
DRILL BIT 1.2 X 10MM L66MM AOQC F/HAND 1.2 LAG SCREW,522
DRILL BIT 1.2 X 25MM L81MM AOQC F/HAND 1.5 FIX SCREW,590.76
DRILL BIT 1.3 MOD HAND,261.63
DRILL BIT 1.5 J-LATCH W/STOP,620.73
DRILL BIT 1.5 MOD HAND,261.63
DRILL BIT 1.5 X6,635.76
DRILL BIT 1.5MM,261
DRILL BIT 1.5MM 88MM,294.98
DRILL BIT 1.5MM DIA,255.2
DRILL BIT 1.5MM DIA  LONG,255.2
DRILL BIT 1.5MM DIAMOND BALL EXTENDED LENGTH,409.5
DRILL BIT 1.5MM J-LATCH/10MM STOP/82MM,695.97
DRILL BIT 1.5MM J-LATCH/8MM STOP/82MM,695.97
DRILL BIT 1.5MM MW FOR THREADED HOLE /74MM,294.98
DRILL BIT 1.5MM X 12MM STOP,695.97
DRILL BIT 1.5MM X 14MM STOP,695.97
DRILL BIT 1.5MM X 50MM J-LATCH,620.73
DRILL BIT 1.5MM X 6MM,620.73
DRILL BIT 1.5MM X 6MM 44.5MM LENGTH,620.73
DRILL BIT 1.6 X 10MM L66MM AOQC F/HAND 1.5 LAG SCREW,590.76
DRILL BIT 1.6 X 25MM L81MM AOQC F/HEFA 2.0 FIX SCREW,590.76
DRILL BIT 1.6MM X 30MM L86MM AO F/HEFA 2.0,522
DRILL BIT 1.7,1395
DRILL BIT 1.7 MM CANNULATED,787.5
DRILL BIT 1.7MM,1058.72
DRILL BIT 1.7MM 2PK,355.5
DRILL BIT 1.7MM CANNUALTED QC100MM,1600.56
DRILL BIT 1.8MM 4.0MM STEPPED WITH 20MM STOP,880.29
DRILL BIT 1.8MM X 14MM STOP,695.97
DRILL BIT 1.9 X 35MM L91MM AOQC F/HEFA 2.3 FIX SCREW,590.76
DRILL BIT 1.MM 44.5MM 6MM STOP,632.03
DRILL BIT 10.0MM CANNULATED QC,2064.83
DRILL BIT 10MM CANNULATED TAPERED,1739.07
DRILL BIT 11M,2418.98
DRILL BIT 12.0MM BITLARGE QC/190MM STERILE,2031.48
DRILL BIT 12MM,675
DRILL BIT 12MM FD AO,450
DRILL BIT 12MM FIXED,450
DRILL BIT 14MM FIXED,450
DRILL BIT 16MM FD AO,675
DRILL BIT 16MM FIXED,450
DRILL BIT 190MM,1831.5
DRILL BIT 1MM DIAMOND BALL,409.5
DRILL BIT 2.0,298.35
DRILL BIT 2.0,274.23
DRILL BIT 2.0,951.62
DRILL BIT 2.0 MOD HAND,261.63
DRILL BIT 2.0 X 40MM L91MM AO F/RADIUS 2.5,590.76
DRILL BIT 2.0MM,294.98
DRILL BIT 2.0MM DIA  LONG,287.28
DRILL BIT 2.0MM QC SURGIBIT,373.5
DRILL BIT 2.0MM W/DEPTH MARK QC 140MM,366.8
DRILL BIT 2.1 X 10MM L66MM AOQC F/HEFA 2.0 LAG SCREW,590.76
DRILL BIT 2.2MM,382.5
DRILL BIT 2.2MM 10MM STOP,1181.25
DRILL BIT 2.2MM 10MM STOP QUICK COUPLING 135MM,1093.5
DRILL BIT 2.2MM 12MM STOP,1181.25
DRILL BIT 2.2MM 12MM STOP QUICK COUPLING 135MM,665.87
DRILL BIT 2.2MM 6MM STOP F/90 D,1755
DRILL BIT 2.2MM 8MM STOP F/90 D,1755
DRILL BIT 2.2MM W/ 110MM STOP,695.97
DRILL BIT 2.2MM W/ 14MM STOP,695.97
DRILL BIT 2.3 ADJ,900
"DRILL BIT 2.35 MM X 38MM, L151 MM, AO",637.88
DRILL BIT 2.3MM QUICK-RELEASE,396
DRILL BIT 2.4,729
DRILL BIT 2.4 ADJ.,450
DRILL BIT 2.4MM,571.5
DRILL BIT 2.4MM  USE PMM-28479,571.5
DRILL BIT 2.5,704.7
DRILL BIT 2.5,990
DRILL BIT 2.5,661.77
DRILL BIT 2.5 CALIBRATED,382.5
DRILL BIT 2.5 LONG,287.28
DRILL BIT 2.5 SCALED AO FITTING,894.24
DRILL BIT 2.5 X 285MM,784.89
DRILL BIT 2.5/110AO,675
DRILL BIT 2.5MM,355.5
DRILL BIT 2.5MM,1362.69
DRILL BIT 2.5MM,585
DRILL BIT 2.5MM,382.5
DRILL BIT 2.5MM,0
DRILL BIT 2.5MM,255.2
DRILL BIT 2.5MM,401.63
DRILL BIT 2.5MM CALIBRATED,382.5
DRILL BIT 2.5MM QC/GOLD/180MM,302.4
DRILL BIT 2.6MM,787.5
DRILL BIT 2.6MM,936
DRILL BIT 2.7,374.4
DRILL BIT 2.7 MM,407.84
DRILL BIT 2.7 X 160MM CANNULATED QC,1567.22
DRILL BIT 2.75MM .066 CANNULATION SHOULDER,1575
DRILL BIT 2.7MM,205.43
DRILL BIT 2.7MM,571.5
DRILL BIT 2.7MM,382.5
DRILL BIT 2.7MM  USE PMM-28988,571.5
DRILL BIT 2.8 CALIBRATED,610.47
DRILL BIT 2.8 CALIBRATED 248MM,559.17
DRILL BIT 2.8 MM DRILL,318.06
DRILL BIT 2.8MM,850.5
DRILL BIT 2.8MM 3-FLUTED QC/ 200MM,687.42
DRILL BIT 2.8MM QC/165MM,318.06
DRILL BIT 2.8MM QUICK-RELEASE,405
DRILL BIT 20.MM WITH 16MM STOQC,1188
DRILL BIT 210MM,1833.98
DRILL BIT 22MM W/ 12MM STOP,695.97
DRILL BIT 22MM W/ 8MM STOP,695.97
DRILL BIT 25MM,270
DRILL BIT 2MM,427.5
DRILL BIT 2MM DIAMOND BALL,409.5
DRILL BIT 3.0,652.64
DRILL BIT 3.0MM,517.5
DRILL BIT 3.1,2092.5
DRILL BIT 3.1,945
DRILL BIT 3.1 X 1.285,784.89
DRILL BIT 3.2,777.6
DRILL BIT 3.2 CALIBRATED,587.39
DRILL BIT 3.2 CANNULATED,1418.45
DRILL BIT 3.2 X 145MM QC,251.37
DRILL BIT 3.2 X 30MM HGP II CUP FLEXIBLE,1026
DRILL BIT 3.2MM,337.95
DRILL BIT 3.2MM,648.81
DRILL BIT 3.2MM,0
DRILL BIT 3.2MM,487.35
DRILL BIT 3.2MM  EXTRA LONG,418.1
DRILL BIT 3.2MM CANN,1539
DRILL BIT 3.2MM F/4.0MM APEX PIN,388.8
DRILL BIT 3.2MM X 145MM STERILE,423.23
DRILL BIT 3.2MM X 320,704.7
DRILL BIT 3.3MM CANNULATED NCB-PT,2025
DRILL BIT 3.3MM X 195MM,443.03
DRILL BIT 3.3X100,661.5
DRILL BIT 3.5,268.07
DRILL BIT 3.5 X 130MM AO STERILE,711.99
DRILL BIT 3.5 X 230MM AO STERILE,711.99
DRILL BIT 3.5MM,405.9
DRILL BIT 3.5MM,1885.5
DRILL BIT 3.5MM,585.63
DRILL BIT 3.5MM,355.5
DRILL BIT 3.5MM X 180,704.7
DRILL BIT 3.7MM,936
DRILL BIT 3.8MM CANNULATED,974.7
DRILL BIT 30MM,583.56
DRILL BIT 3MM,0
DRILL BIT 3MM,0
DRILL BIT 3MM DIAMOND BALL,409.5
DRILL BIT 3MM FLUTED BALL,418.28
DRILL BIT 3MM FLUTED MATCHSTICK,488.48
DRILL BIT 4.0,518.13
DRILL BIT 4.0MM,877.5
DRILL BIT 4.0MM,0
DRILL BIT 4.0MM F/5.0MM APEX PIN,396.09
DRILL BIT 4.2MM QUICK COUPLING 330 /100MM CAL,838.76
DRILL BIT 4.3,0
DRILL BIT 4.3MM,1236.33
DRILL BIT 4.3MM QC 221MM,774.63
DRILL BIT 4.3MM QC 280MM,1333.8
DRILL BIT 4.3MM X 289,537.03
DRILL BIT 4.3X180MM CALIBRATED,433.49
DRILL BIT 4.5,648.81
DRILL BIT 4.5,0
DRILL BIT 4.5 MM,1874.25
DRILL BIT 4.5 X 145MM QC,251.37
DRILL BIT 4.5MM F/6.0MM & CANCELLOUS APEX PIN,396.09
DRILL BIT 4MM DIAMOND BALL,409.5
DRILL BIT 4MM FLUTED BALL,418.28
DRILL BIT 4MM THREE-FLUTE,1291.5
DRILL BIT 5.0 AO ADAPTOR,1128.6
DRILL BIT 5.0 MM THREE FLUTED,838.76
DRILL BIT 5.0 MM THREE FLUTED,597.65
DRILL BIT 5.5MM,355.5
DRILL BIT 5MM DIAMOND BALL,409.5
DRILL BIT 5MM FLUTED BALL,418.28
DRILL BIT 5MM FLUTED RED,459.23
DRILL BIT 6.0 MM,1874.25
DRILL BIT 6.5MM CONICAL W/STO,1113.21
DRILL BIT 6.5MM TAP,0
DRILL BIT 6MM,1350
DRILL BIT 6MM FLUTED BALL,418.28
DRILL BIT 7.3MM CANN,1569.78
DRILL BIT 7MM,2418.98
DRILL BIT ANCHORAGE 2.0 X 110MM AO,665.82
DRILL BIT ANCHORAGE 2.5 X 110MM AO,665.82
DRILL BIT ANCHOR-C 12MM,937.13
DRILL BIT AO DIA 2.0MM X 135MM SCALED,1422
DRILL BIT ASNIS 1.7MM AO,284.31
DRILL BIT ASNIS CANNULATED MICRO 3.0 X 2.1MM,981.72
DRILL BIT ASNIS CANNULATED MICRO 3.0 X 2.1MM AO STRL,981.72
DRILL BIT ASSY VARIABLE 12MM,2115
DRILL BIT AVIATOR 12MM,1549.08
DRILL BIT AVIATOR 14MM,1112.13
DRILL BIT AZSOS 3.2 MM,704.7
DRILL BIT CALCANEALL 4.3 AO ADAPTOR,1128.6
DRILL BIT CALIB 3.2 X 315 MM,777.6
DRILL BIT CALIB 4.3 X 315 MM,806.76
DRILL BIT CALIBRATED 2.8MM X 95MM,428.36
DRILL BIT CALIBRATED 3.0MM,877.5
DRILL BIT CALIBRATED 3.5MM X 95MM,428.36
DRILL BIT CANN 3.0MM,877.5
DRILL BIT CANN 4.0MM,877.5
DRILL BIT CANNULATED 13.0 MM X 300 MM,2023.79
DRILL BIT CANNULATED 13.0MM 300MM STERILE,2195.64
DRILL BIT CANNULATED 2.5MM,720
DRILL BIT CANNULATED 2.7MM AO COUPLING,1154.25
DRILL BIT CANNULATED 2.OMM,720
DRILL BIT CANNULATED 3.0MM,437.5
DRILL BIT CANNULATED 3.0MM,787.5
DRILL BIT CANNULATED 4.0MM AO COUPLING,1253.88
DRILL BIT CANNULATED 7.0MM,2587.5
DRILL BIT CANNULATED 7.0MM,2587.5
DRILL BIT CANNULATED 7.0X3.2,2587.5
DRILL BIT CANNULATED STD ACUTRAK TAPERED,1395
DRILL BIT CANNULATED W/CALIBRATION 3MMX170MM,1012.5
DRILL BIT CENTRAL,949.5
DRILL BIT CINCHLOCK FLEX HARD BONE,802.13
DRILL BIT DISSECTING TOOL,488.48
DRILL BIT ENDOSCOPIC ACUFEX ARTHROSCOPY,603.32
DRILL BIT EVOLVE TRIAD 1.3 MM,877.5
DRILL BIT EVOLVE TRIAD 2.MM CANN,900
DRILL BIT EXTRA LONG 4MM,828
DRILL BIT FAST 2.0MM FAST,401.63
DRILL BIT FIXED 12MM,900
DRILL BIT FIXOS CANNULATED 2.7MM AO,1951.29
DRILL BIT FLUTED 4.2MM QC NEEDLE POINT 145 MM,769.5
DRILL BIT FRAG-LOC 2.5MM,697.5
DRILL BIT GAMMA 4.2 X 230MM AO SMALL STERILE,748.44
DRILL BIT GAMMA 5 X 340MM AO SMALL STERILE (F/SHAFT OR CONDYLE SCREWS),748.44
DRILL BIT GII 2.4MM,1138.5
DRILL BIT GUIDE 3.5MM LOCKING,1800
DRILL BIT HOLLOW REAMING ROD 10.0MM,1000.35
DRILL BIT HYBRID 10MM,942.71
DRILL BIT HYBRID 12MM,942.71
DRILL BIT HYBRID 14MM,942.71
DRILL BIT J-LATCH 1.8MMX90MM,677.16
DRILL BIT LINDEMANN 2.2MM,289.22
DRILL BIT LONG 4.3,403.43
DRILL BIT MATRIX 1.1MM 8MM,632.03
DRILL BIT MATRIX 1.4 J-LATCH,782.51
DRILL BIT MATRIX 1.4 J-LATCH 8MM STOP/44.5,635.76
DRILL BIT MATRIX 1.4 J-LATCH/110MM,677.16
DRILL BIT MATRIX RIB J-LATCH  135MM W/6MM STOP,1093.5
DRILL BIT MATRIX RIB J-LATCH  5.5MM 125MM,1804.5
DRILL BIT MATRIXMANDIBLE 1.5 BIJ-LATCH W/6MM STOP/50MM,635.76
DRILL BIT MATRIXMIDFACE 1.25 X 12MM,711
DRILL BIT MATRIXMIDFACE 1.25 X 18MM,711
DRILL BIT MATRIXMIDFACE 1.25 X 44.5MM,711
DRILL BIT MATRIXMIDFACE 1.25 X 80MM,711
DRILL BIT MINI 2.1MM,1179
DRILL BIT MINI QUICK COUPLING 1.5 MM,261.63
DRILL BIT MINI QUICK COUPLING FOR GLIDING HOLE,294.98
DRILL BIT MINI QUICKCOUPLING 6MM X 44.5MM,620.73
DRILL BIT MINIT 2.25 X 10MM,990
DRILL BIT MINIT 2.25 X 12MM,990
DRILL BIT MINIT 2.25 X 14MM,990
DRILL BIT MINIT 2.25 X 16MM,990
DRILL BIT MINIT 2.25 X 18MM,990
DRILL BIT MINIT 2.25 X 20MM CERV-THOR,990
DRILL BIT MINIT 2.25 X 22MM CERV-THOR,990
DRILL BIT MINIT 2.25 X 24MM CERV-THOR,990
DRILL BIT NCB 4.3 X 145MM,697.5
DRILL BIT NCB 4.3 X 195MM,403.43
DRILL BIT NCB-DF 4.3 X 300MM,504.32
DRILL BIT NCB-PT 3.3MM QC,1710
DRILL BIT NEXLINK 2.0MM,900
DRILL BIT NOVATION MODULAR 20MM,585
DRILL BIT NOVATION MODULAR 30MM,562.5
DRILL BIT OASYS 2.5MM FOR 3.5MM SCREW,1082.97
DRILL BIT OVERDRILL 2.7MM X 122MM,585.63
DRILL BIT OVERDRILL 3.5,585.63
DRILL BIT PARALLEL 12MM/25MM/4MM,807.98
DRILL BIT PROFYLE 1.9 X 108MM STRYKER SHAFT END,417.96
DRILL BIT PROFYLE 1.9 X 87MM STRYKER SHAFT END,417.96
DRILL BIT PROFYLE MOD 2.5 X 87MM AO SHAFT,417.96
DRILL BIT PUSH PULL REDUCTION DEVICE WHIRLY BIRD,1659.56
DRILL BIT PUSH PULL REDUCTION DEVICE WHIRLY BIRD,556.61
DRILL BIT QC 1.5MM DIA   85MM,280.8
DRILL BIT QC 2.0MM DIA 100MM,294.53
DRILL BIT QC 2.5MM DIA 110MM,294.53
DRILL BIT QC 2.5MM X 180MM,585
DRILL BIT QC 2.7MM DIA 100MM,294.53
DRILL BIT QC 3.5MM DIA 110MM,280.8
DRILL BIT QC 3-FLUTED 2.5MM DIA 180MM,514.8
DRILL BIT QC 4.0MM THREE-FLUTE,796.5
DRILL BIT QC CALIB 3-FLUTED 2.5 X 230MM,774
DRILL BIT QUICKSET 3.8 X 25MM PRIMARY RIGID,484.07
DRILL BIT QUICKSET 3.8 X 40MM PRIMARY RIGID,484.07
DRILL BIT QUICKSET 3.8 X 55MM PRIMARY RIGID,484.07
DRILL BIT QUICKSET 3.8 X 70MM PRIMARY RIGID,484.07
DRILL BIT RAYHACK 2.3 MM,918
DRILL BIT REUNION RSA 3.1 MM,348.75
DRILL BIT S2 OBLIQUE 4.2X250MM AO STERILE,704.7
DRILL BIT SHORT 4.0,864
DRILL BIT SHORT AO 4.0,661.5
DRILL BIT SIJOIN SINGLE USE NO CHARGE,0
DRILL BIT SMARTTOE PROXIMAL P1 SINGLE USE,325.62
DRILL BIT STANDARD 2MM FLUTED BALL,432.9
DRILL BIT STERILE 3MM,1737.54
DRILL BIT SUPER 2.9MM,1327.5
DRILL BIT SYNTHES MQC 1.0MM TREADED HOLE 61MM,294.98
DRILL BIT SYNTHES MQC 1.1MM TREADED HOLE 56MM,294.98
DRILL BIT SYNTHES QC 3.5 X 110MM,271.89
DRILL BIT SYNTHES QC 3.5 X 195MM,287.28
DRILL BIT T2 5.0 X 180MM AO STERILE,719.28
DRILL BIT T2 5.0 X 230MM AO STERILE,694.98
DRILL BIT TAPERD 26MM,630
DRILL BIT THREE FLUTED 3.8MM 270MM,741.29
DRILL BIT TRANSFX 2.0MM X 125MM QC,326.75
DRILL BIT TRANSFX 2.5MM X 180MM QC,326.75
DRILL BIT TRANSFX 4.0MM X 195MM QC,339.8
DRILL BIT TRANSFX 4.0MM X 230MM QC,326.75
DRILL BIT TRINICA STD 2.3MM,877.5
DRILL BIT TRINICA STD 2.3MM,967.5
DRILL BIT TRINICA STRL 2.3MM ALL-THROUGH-ONE,967.5
DRILL BIT TRINICA STRL 2.3MM MICROSCOPIC,967.5
DRILL BIT TRINICA/INVIZIA STRL 10MM,1080
DRILL BIT TRINICA/INVIZIA STRL 11MM,1080
DRILL BIT TRINICA/INVIZIA STRL 12MM,1080
DRILL BIT TRINICA/INVIZIA STRL 13MM,1080
DRILL BIT TRINICA/INVIZIA STRL 14MM,1080
DRILL BIT TRINICA/INVIZIA STRL 15MM,1080
DRILL BIT TRINICA/INVIZIA STRL 16MM,1080
DRILL BIT TRINICA/INVIZIA STRL 17MM,1080
DRILL BIT TRINICA/INVIZIA STRL 18MM,1080
DRILL BIT TRINICA/INVIZIA STRL 19MM,1080
DRILL BIT TRINICA/INVIZIA STRL 20MM,1080
DRILL BIT UCSS CANNULATED 3.0,1649.25
DRILL BIT UNIVERSAL,1338.75
DRILL BIT VARIAX 2.0 X 102MM WL/50MM AO,408.24
DRILL BIT VARIAX 2.6 X 122MM WL70 AO,478.71
DRILL BIT VARIAX DR 1.9MM AO SHAFT,417.96
DRILL BIT VARIAX DR 1.9MM DENTAL SHAFT,417.96
DRILL BIT VARIAX DR 2.0MM AO SHAFT,417.96
DRILL BIT VARIAX DR 2.3MM AO SHAFT,417.96
DRILL BIT VARIAX DR 2.3MM STRYKER SHAFT,417.96
DRILL BIT VARIAX2 AO 2.6MM X 135MM,585.63
DRILL BIT VERTEX SELECT 2.4MM,974.25
DRILL BIT VERTEX SELECT 2.4MM,990
DRILL BIT VIRAGE FIXED 14MM,1338.75
DRILL BIT VIRAGE FIXED 16MM,1338.75
DRILL BIT VIRAGE OCT  2.3 X 12MM FIXED,1338.75
DRILL BIT VUEPOINT 11,1071
DRILL BIT W/4MM STOP,620.73
DRILL BIT W/STOP 1.5 X 8MM,620.73
DRILL BIT W/STOP 1.5MM,620.73
DRILL BIT W/STOP STRUKER J-LATCH END,620.73
DRILL BIT X-FUSE 2MM AO SINGLE USE,544.32
DRILL BIT/K-WIRE ATTCHMT 1.0MM TREADED HOLE 75MM,294.98
DRILL BIT/K-WIRE1.3MM  ATTCHMT FOR GLIDING HOLE 60MM,294.98
DRILL BIT1.5MM  MINI QC STOP 4MM X 44.5MM,620.73
DRILL BIT2.2MM W/14MM MATRX RIB SCREWDRIVER F/90DEG,1181.25
DRILL BITCANNULATED FIX STEP 2.5MM/L12MM,719.28
DRILL BITS 1.1MM 44.5MM 4MM STOP,632.03
DRILL BITS STRYKER J-LATCH 12MM STOP,620.73
DRILL CALCANEAL 4.3MM,1128.6
DRILL CANNLATED 2.4MM X 14MM FOR 22MM,623.7
DRILL CANNULATED 1.7 MM,899.1
DRILL CANNULATED 2.7MM,1512
DRILL CANNULATED 3.7 MM,2047.5
DRILL CANNULATED 4.0MM,612
DRILL CANNULATED 5.0 MM,2286
DRILL DISPOSABLE 2.6MM,665.82
DRILL FOR 3.5MM SCREW,1822.5
DRILL FOR 6MM BONE GRAFT,1651.5
DRILL FOR 8MM BONE GRAFT,1651.5
DRILL FOR RAPTORMITE,526.5
DRILL FULL LENGTH 2.3MM,1338.75
DRILL GUIDE  1.5MM TROCAR,714.78
DRILL GUIDE  RETRO 3MM CANNULATED,652.5
DRILL GUIDE 2.7/2.0,1105.52
DRILL GUIDE 3MM 7 4 MM,1012.5
DRILL GUIDE 4.0 LONG,1278
DRILL GUIDE 4.3  PULL REDUCTION,1841.67
DRILL GUIDE ANCHOR,450
DRILL GUIDE THREADED 2.8MM,371.93
DRILL KIT BAHA RENTAL,4950
DRILL KIT BAHA RENTAL,4950
DRILL KIT F/HAMMERLOCK,1154.25
DRILL KIT FOR SPEED IMPLANT,1154.25
DRILL LONG PIOLT 4.0MM,909.9
DRILL MICRO ACUTRAK-2,855
DRILL MINI ACUTRAK-2,1008
DRILL POWERPICK 45DEC 6MM,454.5
DRILL SLEEVE APEX 5 X SHORT 73MM,1024.65
DRILL SLEEVE THREADED SHORT 5.0 MM,469.4
DRILL SOLID 2.5MM,1129.5
DRILL STANDARD 2.7MM 205MM LONG,832.5
DRILL STD 2.0MM QC 175MM PERIARTICULAR,779.63
DRILL TIBIA 4.3MM,1128.6
DRILL TIP 2 PIN PASSER,870.3
DRILL TIP K WIRE 2.0,215
DRILL TIP PASSING PIN 2.4MM X 15,473.15
DRILL TWIST 02.35MMX 50MMXL101MM AO,637.88
DRILL TWIST 1.4MM DIA AO,417.96
DRILL TWIST 1.8MM,675
DRILL TWIST 2.00MM LONG,675
DRILL TWIST 2.30MM,675
DRILL TWIST 2.30MM LONG,675
DRILL TWIST CANNULATED 3.5MM,1132.38
DRILL TWIST CANNULATED LONG,855
DRILL VA STRAIGHT 12MM,2952
DRILL VIPER TAP 4.35,3424.5
DRILL VIPER TAP 5MM,3658.5
DRILL VIPER TAP 6MM,3415.5
DRILL WIDENING 3MM,1012.5
DRILL WIDENING 4MM,1012.5
"DRILL, CANNULATED 3.5MM",787.5
DRILLING KIT FOR TEMPLATE KIT,282.15
DRIVER FLEXIABLE OSTEMTOME ROUND NARROW,3375
DRIVER HEX WITH QUICK CONNECT 3.0MM,351
DRIVER IJS,454.5
DRIVER STAR 10 SELF RETAINING,1170
DRIVER T8 SELF RETAINING,679.5
DTRAX CERVICAL CAGE B,4250
DTRAX CERVICAL CAGE T,4500
DTRAX SPINAL SYSTEM,5512.5
DUPLOTIP CANNULA 20G X 32CM F/TISSEEL,251
DURA MATRIX-ONLAY 1X3,393.6
DURA MATRIX-ONLAY 4X5,1604.23
DURAGEN MATRIX SUTURABLE 1 X 3 IN,1146.75
DURAGEN MATRIX SUTURABLE 3 X 3 IN,2184.95
DURAGEN MATRIX SUTURABLE 4 X 5 IN,3674.08
DURAGEN PLUS MATRIX 2 X 2 IN,884.95
DURAGEN PLUS MATRIX 2 X 2 IN  5/PK,795.06
DURAGEN PLUS MATRIX 3 X 3 IN  5/PK,1446.74
DURAMATRIX  ONLAY PLUS 1X1,349.98
DURAMATRIX ONLAY  2X2,461.25
DURAMATRIX ONLAY 3X3,840.5
DURAMATRIX ONLAY PLUS 2X2,649.98
DURAMATRIX ONLAY PLUS 3X3 buyer,1154
DURAMATRIX ONLAY PLUS 4X5,1903.5
DURAMATRIX ONLAY PLUS 5X7 buyer,2534.63
DURAMATRIX SUTURABLE 1X3,651
DURAMATRIX SUTURABLE 2X2,767
DURAMATRIX SUTURABLE 3X3,1154
DURAMATRIX SUTURABLE 4X5,1903.5
DURASEAL DURAL SEALANT SYSTEM 5ML,1378.65
DURASEAL EXACT SPINE SEALANT SYSTEM 5ML,1378.65
DURASEAL MICROMYST APPLICATOR SPRAY 15CM,644.39
EAR PROSTHESIS SCHUKNECHT 3.75 X 0.6,238.88
EASY CLIP MONOCORTICAL STAPLE  8 X  8MM,1391.93
EASY CLIP MONOCORTICAL STAPLE 10 X 10MM,1391.93
EASY CLIP MONOCORTICAL STAPLE 12 X 10MM,1391.93
EASY CLIP MONOCORTICAL STAPLE 15 X 12MM,1884.78
EASY CLIP MONOCORTICAL STAPLE 20 X 20MM,2379.85
EDGEPLUS 23 GA VALVED ENTRY SYSTEM 4MM (3-CT),697.5
EFLEX ABLATOR HIP VULCAN MONOPOLAR PROBE,2480.4
EFLEX LIGAMENT CHISEL HIP VULCAN MONOPOLAR PROBE,2237.67
ELASTIC NAIL INSERTION SLEEVE ELASTIC SPI 8-11,733.59
ELBOW COORRAD/MORREY TOTAL SMALL 4 INCH L,10444.63
ELBOW EVOLVE TRIAD CORONID MED NON STEILE,1080
ELBOW IMPLANT SYSTEM TOGGLELELOC W/ ZIPLOOP,3250
ELBOW INTERCHANGEABLE ULNAR TOTAL EX-SM 3 INCH L,10026.45
ELECTRI COOL PAD  11 X 12 STERILE,391.5
ELECTRODE  NEEDLE SUBDERMAL 12MM,342
ELECTRODE  VAPR 2.3X85MM SHORT WEDGE,1012.5
ELECTRODE  VAPR 2.3X85MM SIDE EFFECT,1188
ELECTRODE 24FR CUTTING LOOP,307.13
ELECTRODE 24FR ROLLER,658.35
ELECTRODE 6FR,482.04
ELECTRODE BUGBEE FULGERATING LONG,490.5
ELECTRODE BUGBEE FULGERATING SHORT,477
ELECTRODE BUTTON HF 12+30 DEG,1507.5
ELECTRODE INSERT TUBE SINGLE,855
ELECTRODE KNIFE  24,448.82
ELECTRODE KNIFE 26,503.96
ELECTRODE LOOP 24 FR RIGHT ANGLE,318.99
ELECTRODE LOOP CUTTING,318.99
ELECTRODE LOOP CUTTING  26FR,294.32
ELECTRODE LOOP HF LONG,1507.5
ELECTRODE LOOP HF RESECTION,1895.63
ELECTRODE LOOP HF RESECTION 12 DEG,1895.63
ELECTRODE LOOP HF RESECTION 24FR,2283.75
ELECTRODE MICROTARGETING CABLE,625.5
ELECTRODE NEEDLE HF 45 DEG,1895.63
ELECTRODE PAIRED 2-CHANNEL SET 12MM SUBDERMAL PAIRED,381.78
ELECTRODE RIGHT ANGLE CUTTING LOOP 24FR,292.39
ELECTRODE ROLLER HF 12/30 DEG,1507.5
ELECTRODE ROLLER LONG HF,2029.86
ELECTRODE ROLLERBALL ELITE 24FR RE,446.5
ELECTRODE SUBDERMAL PAIRED 4-CHANNEL NERVE MONITORING,315
ELECTRODE VAPOR TRODE,878.25
ELECTRODE VAPR S50 SML ELECTRODE,1008
ELECTRODES 6MMM GOLD P,279
