Generic Item Name,National Drug Code, Charge 
MICONAZOLE 2% VAGINAL CREAM (Monistat-7 EQV)),713025237,$0.50 
MICONAZOLE 200 mg VAG SUPP (Monistat 3day (EQV)),472173803,$71.63 
MICONAZOLE TOPICAL 2% CREAM (Micatin (EQV)),472073514,$0.68 
MICONAZOLE TOPICAL 2% OINT (Critic-Aid AF (EQV)),43553325102,$0.50 
MICONAZOLE TOPICAL 2% POWDER (Desenex (EQV)),67094930,$0.28 
midazolam  2 mg/2mL INJ (Versed (EQV)),409230521,$40.00 
midazolam 0.1 mg/mL (SCN) 10 mL Infusion,20000000031,$4.50 
midazolam 0.1 mg/mL (SCN) 3 mL Infusion,20000000030,$4.50 
midazolam 0.1 mg/mL (SCN) INJ,90000000021,$0.09 
midazolam 1 mg/mL (PEDS) Inj,409258705,$2.47 
midazolam 1 mg/mL INJ (5 mL) (Versed (EQV)),409230550,$1.13 
midazolam 10 mg/2 mL (Buccal Use) SOLN,55390014102,$32.42 
midazolam 10 mg/2mL INJ (Versed (EQV)),17478052402,$40.00 
midazolam 2 mg/mL ORAL SYR (Versed (EQV)),68094071659,$3.66 
midazolam 5 mg/1 mL INJ (Versed (EQV)),74259649,$5.90 
midazolam 50 mg/66 mL Premix,409230802,$0.68 
midazolam intranasal 5 mg/mL,17478052401,$5.90 
MIDODRINE 2.5 mg TAB (Proamitine (EQV)),68084024001,$3.69 
MIDODRINE 5 mg TAB (Proamitine (EQV)),68084024101,$5.29 
MIGLITOL 25 mg TAB (Glyset),9501201,$9.43 
milnacipran 100 mg TAB (Savella),456151060,$13.19 
milnacipran 50 mg TAB (Savella),456155060,$13.19 
MILRINONE 10 mg/10 mL INJ (Primacor (EQV)),55390001910,$5.51 
MILRINONE 20 mg/100 mL D5W Premix (Primacor (EQV)),338601048,$4.08 
milrinone 200 mcg/mL (SCN/PEDS) 10 mL Infusion,63323061720,$1.97 
milrinone 200 mcg/mL (SCN/PEDS) 3 mL Infusion,63323061710,$1.97 
MINERAL OIL 100% ENEMA (Fleet Mineral Oil),132030140,$0.06 
MINERAL OIL 100% STERILE (Muri-Lube),54162019016,$0.06 
MINERAL OIL 30ml,121046230,$0.10 
MINERAL OIL-PETROLATUM 14 OZ  OINT (Aquaphor (EQV)),72140003147,$0.15 
MINERAL OIL-PETROLATUM 50 gm OINT (Aquaphor (EQV)),72140045231,$0.35 
MINOCYCLINE 50 mg CAP (MINOCIN (EQV)),65862020901,$1.31 
MINOXIDIL 1. 25 mg (1/2 of 2.5 mg) TAB,677144401,$1.00 
MINOXIDIL 2.5 mg TAB (Loniten (EQV)),68084020401,$2.09 
MINOXIDIL10 mg TAB (Loniten (EQV)),68084020501,$2.61 
MIRALAX (EQV) - POLYETHYLENE GLYCOL 3350 - 17GM PKT,113030652,$11.52 
MIRALAX (EQV) - POLYETHYLENE GLYCOL 3350 - 255 gm,904575526,$0.32 
MIRTAZAPINE 15 mg TAB (Remeron (EQV)),68084011901,$1.00 
MIRTAZAPINE 15 mg TAB SOL (Remeron Solutab (EQV)),65862002106,$8.66 
MIRTAZAPINE 30 mg TAB (Remeron (EQV)),63739035610,$2.96 
MIRTAZAPINE 7.5 mg TAB (Remeron (EQV)),57664051083,$10.45 
misoprostol 100 mcg TAB (Cytotec (EQV)),25145134,$13.64 
misoprostol 200 mcg TAB (Cytotec (EQV)),25146134,$19.86 
misoprostol 25 mcg TAB (Cytotec (EQV)),172443049,$3.25 
MITOMYCIN 20 mg PWDI,55390045201,$309.15 
MITOmycin 40 mg intravesical,55390045301,$72.23 
MITOMYCIN 5 mg PWDI,55390045101,$105.08 
MITOXANTRONE 2 mg/mL INJ (Novantrone (EQV)),703468001,$20.16 
modafinil 100 mg TAB (Provigil(EQV)),62332010530,$12.87 
modafinil 200 mg TAB (Provigil(EQV)),63459020101,$138.83 
MOMETASONE 220 mcg/inh INHALER (Asmanex),85134104,$366.12 
MOMETASONE TOPICAL 0.1% LOTION (Elocon (EQV)),85085401,$8.91 
MOMETASONE TOPICAL 0.1% OINT (Elocon (EQV)),85037002,$10.04 
montelukast 10 mg TAB (Singulair (EQV)),68084062001,$2.48 
montelukast 5 mg CHEWABLE Tab,781555531,$5.75 
morphine (PF) 5 mg/10 mL INJ (PF) (astramorph (EQV)),409405712,$0.79 
morphine 0.2 mg/mL (SCN) INJ,409126431,$0.56 
morphine 0.5 mg/mL (PF) INJ,63323029180,$20.34 
morphine 10 mg/5 mL (PEDS) Oral Syringe,66689003299,$0.54 
morphine 10 mg/5 mL ORAL SOLN,66689003250,$0.54 
morphine 10 mg/mL INJ (Syringe),74126102,$7.30 
morphine 10 mg/mL INJ (VIAL),10019017844,$5.25 
morphine 100 mcg/mL (SCN) 10 mL Infusion,555112810,$4.50 
morphine 100 mcg/mL (SCN) 3 mL Infusion,20000000032,$4.50 
morphine 100 mg TAB ER (MS Contin (EQV)),378266101,$18.05 
morphine 100 mg/100 mL NS Premix IV SOLN,61553017848,$0.26 
morphine 10mg/10 mL INJ (PF) (Astramorph (EQV)),641601910,$5.80 
morphine 15 mg IR TAB,54023524,$1.75 
morphine 15 mg TAB ER (MS Contin (EQV)),68084040301,$2.91 
morphine 2 mg/2 mL INJ (PF) (Astramorph (EQV)),186116003,$22.49 
morphine 2 mg/mL INJ (PEDS),409189010,$7.59 
morphine 2 mg/mL INJ (Syringe),409189001,$1.13 
morphine 20 mg/mL ORAL CONC  (Roxanol (EQV)),406800330,$2.70 
morphine 25 mg/mL (PF) INJ (Infumorph),60977011501,$54.58 
morphine 25 mg/mL INJ,61703022343,$0.80 
morphine 25 mg/mL INJ (10 ml),548604225,$4.21 
morphine 250 mg/250 mL ADDVantage NSS,409617914,$0.23 
morphine 30 mg TAB ER (MS Contin (EQV)),66479054125,$8.83 
morphine 4 mg/mL INJ (Syringe),409189101,$8.46 
morphine 5 mg/mL INJ (Vial),10019017644,$4.91 
morphine 50 mg/mL INJ,61703022521,$2.24 
morphine 60 mg TAB ER (MS Contin (EQV)),68084040501,$12.07 
morphine PCA 5 mg/mL Cartridge,338269075,$1.40 
morphine PCA HIGH-Conc 25 mg/mL Syringe,6,$0.95 
morphine PCA STANDARD Conc. (2 mg/mL),409176230,$1.13 
morphine TAB IR 30 mg (Immediate Release),54458325,$1.14 
MOXIFLOXACIN OPH. 0.5% SOLN (Vigamox),781713593,$230.63 
MULTIVITAMIN INJ Adult (MVI-12),66591019941,$3.83 
multivitamin Multiple Vitamins ,904053061,$0.24 
MULTIVITAMIN PEDIATRIC LIQ,50383062550,$0.45 
MULTIVITAMIN PEDIATRIC LIQ w/ IRON,74011601,$1.11 
multivitamin Therapeutic LIQ ,904098516,$0.06 
multivitamin Vitamin B Complex with Folic Acid TAB (Foltx (EQV)),51991038490,$3.78 
multivitamin/minerals CHEWABLE (Flintsones Complete (Eqv)),16500008806,$0.50 
MULTIVITAMINS Therapeutic TAB (Theragran (EQV)),904053961,$1.00 
MULTIVITAMINS Therapeutic W/ Minerals TAB (Theragran-M(EQV)),904548652,$1.00 
MUPIROCIN Topical 2% OINT(Bactroban (EQV)),29152544,$25.79 
mycophenolate DR 180 mg (Myfortic),78038566,$17.15 
mycophenolate mofetil 250 mg CAP (Cellcept(EQV)),4025905,$32.14 
mycophenolate mofetil 500 mg TAB (Cellcept(EQV)),4026001,$70.07 
mycophenolate mofetil INJ 500 mg PWDI (CellCept),4029809,$445.78 
mycophenolate mofetil oral Susp 200 mg/mL(Cellcept),4026129,$18.72 
NABUMETONE 500 mg Tablet (Relafen (EQV)),68462035801,$1.26 
NADOLOL 10 mg (1/2 of 20 mg) TAB,93423501,$13.46 
NADOLOL 20 MG TAB (Corgard (EQV)),60687030225,$14.48 
NADOLOL 40 MG TAB (Corgard (EQV)),68084076321,$17.74 
NAFCILLIN 1 gm INJ,15722599,$36.00 
NAFCILLIN 1 gm/100 mL NS IVPB AddEase,781912495,$38.88 
NAFCILLIN 2 gm INJ,63323032820,$143.33 
NAFCILLIN 2 gm/100 mL NS IVPB AddEase,25021014010,$101.25 
Nafcillin 20 mg/mL (SCN) Inj,781912499,$4.50 
nafcillin 25 mg/mL (SCN) Inj,90000000022,$0.23 
nalbuphine 5 mg/mL (PEDS) Inj,409146501,$6.30 
nalbuphine INJ ,409146301,$12.01 
NALOXONE 0.4 mg/mL INJ (Narcan (EQV)),409121901,$53.43 
NALOXONE 2mg/2ml INJ  Narcan (EQV)) (SYRINGE),548336900,$44.05 
naltrexone 50 mg TAB,406117001,$2.66 
NAPHAZOLINE HCL OPH. 0.1% SOLN (Vasocon (EQV)),17478021612,$1.54 
NAPHAZOLINE-PHENIRAMINE OPH. 0.025%-0.3% SOLN (Vasocon-A (EQV)),65008542,$2.74 
NAPROXEN 250 mg TAB (Naprosyn (EQV)),65162018810,$1.00 
NAPROXEN 375 mg TAB (Naprosyn (EQV)),53746018901,$1.00 
natalizumab 300 mg/15 mL inj (Tysabri),64406000801,$720.92 
nateglinide  60 mg TAB (Starlix),55111032890,$6.41 
NEBIVOLOL 5 mg TAB (Bystolic),456140501,$14.09 
nefazodone 200 mg Tablet,93102506,$6.17 
NELFINAVIR 250 mg TAB (Viracept),63010001030,$10.15 
NEOMYCIN 500 mg TAB,50383056510,$5.00 
NEOMYCIN/BACITRA/POLYMYXIN/HC OINTMENT (Cortisporin EQV)),61570003150,$36.37 
NEOMYCIN-POLYMYXIN B G.U. Irrigant (Neosporin GU),591219045,$62.55 
NEOSPORIN (EQV) ophth. Sol 10 mL,24208079062,$22.78 
neostigmine 1 mg/mL INJ,63323038310,$5.63 
neostigmine 3 mg/3 mL Syringe,61553055134,$147.42 
neostigmine 5 mg/5 mL syringe ,99999992956,$22.50 
nevirapine 10 mg/mL (SCN) SUSP,54045058,$1.31 
nevirapine 200 mg TAB (Viramune),597004660,$48.51 
nevirapine 50 mg/5 mL SUSP (Viramune),597004724,$2.61 
niacin 100 mg TAB,904227160,$1.00 
niacin 1000 mg TAB ER,536703801,$1.00 
niacin 250 mg CAP SR,904062960,$0.19 
niacin 50 mg TAB,182005301,$1.00 
niacin 500 mg CAP SR,182441801,$0.22 
niCARdipine 2 mg/10 mL Syringe,143954210,$67.50 
niCARdipine 2.5 mg/mL Solution,24477003025,$105.39 
niCARdipine 20 mg CAP (Cardene (EQV)),378102077,$8.02 
niCARdipine 20 mg/200 mL-NaCl 0.86% SOLN,24477031102,$2.78 
niCARdipine 30 mg CAP (Cardene (EQV)),378143077,$11.49 
niCARdipine 40 mg/200 mL-NaCl 0.83% SOLN,24477032302,$4.70 
niCARdipine in  NSS,143968910,$135.27 
niCARdipine intrathecal 2 mg/mL,67457022410,$4.64 
NICOTINE 10 mg/mL INHALER AND CARTRIDGE (Nicotrol),9519501,$4.01 
NICOTINE 10 mg/mL SPR (Nicotrol (EQV)),9519401,$16.83 
NICOTINE 14 mg/24 hr TOPICAL PATCH,67512514,$8.40 
NICOTINE 2 mg GUM (Nicorette (EQV)),49348057308,$0.93 
NICOTINE 2 mg GUM (Nicorette (EQV)) 10 PACK,904573695,$2.66 
NICOTINE 2 mg LOZ (Commit (EQV)),135020801,$2.25 
NICOTINE 21 mg/24 hr TOPICAL PATCH,536589688,$7.71 
NICOTINE 4 mg GUM (Nicorette (EQV)),135015801,$0.54 
NICOTINE 4 mg GUM (Nicorette (EQV)) 10 PACK,536310706,$0.68 
NICOTINE 4 mg LOZ (Commit (EQV)),135020903,$2.41 
NICOTINE 7 mg/24 hr TOPICAL PATCH,43598044674,$8.40 
NIFEdipine 10 mg CAP (PROCARDIA (EQV)),228249730,$0.68 
NIFEdipine 30 mg TAB ER (Procardia XL (EQV)),93527201,$5.07 
NIFEdipine 60 mg TAB  ER (Procardia XL (EQV)),93102201,$9.95 
NIFEdipine 90 mg TAB ER (Procardia XL (EQV)),93102301,$9.44 
niMODipine 30 mg CAP (NIMOTOP (EQV)),62559021031,$67.29 
nitazoxanide 500 mg TAB (Nitazoxanide),67546011112,$111.24 
nitrofurantoin 25 mg/5 mL ORAL SUSP (Furadantin (EQV)),59630045016,$5.25 
NITROFURANTOIN macrocrystals 100 mg CAP (MacroBID (EQV)),51079058520,$3.38 
NITROFURANTOIN macrocrystals 50 mg CAP (MacroBID (EQV)),149000805,$9.48 
nitroGLYCERIN 0.4 mg TAB (Nitrostat (EQV)),43598043601,$1.90 
nitroGLYCERIN 100 mg/250 mL D5W Premix SOLN,338105102,$0.40 
nitroGLYCERIN 2% OINT (1gm packet) (Nitro-Bid (EQV)),281032608,$9.02 
nitroGLYCERIN 2.5 mg CAP SR (NitroBid (EQV)),904064352,$1.84 
nitroglycerin 400 mcg/mL-D5% SOLN,409148499,$0.99 
nitroGLYCERIN 50 mg/10mL INJ,517481010,$5.63 
nitroGLYCERIN 50 mg/250 mL D5W PREMIX SOLN,338104902,$0.37 
nitroGLYCERIN Topical 0.1 mg/hr PATCH,378910293,$3.83 
nitroGLYCERIN Topical 0.3 mg/hr PATCH,85331530,$23.63 
nitroGLYCERIN Topical 0.6 mg/hr PATCH,378911693,$6.54 
nitroGLYCERINTopical 0.2 mg/hr PATCH,49730011130,$3.51 
nitroGLYCERINTopical 0.4 mg/hr PATCH,49730011230,$4.05 
nitroPRUSSIDE 50 mg in 250 mL D5W kit,86,$0.27 
nitroPRUSSIDE 50 mg INJ (Nipride (EQV)),409302401,$129.71 
nivolumab 10 mg/mL INJ SOLN,3377211,$107.91 
norepinephrine 4 mg/ 4mL SOLN (Levophed (EQV)),409144304,$21.33 
Norepinephrine 4 mg/250 mL NaCl 0.9% (Premix),409144325,$0.45 
norepinephrine 8 mg/500 mL-NaCl 0.9% (Premix),61553012011,$0.09 
norethindrone 5 mg TAB (Agyestin (EQV)),555021110,$9.09 
Normosol M (PlasmaLyte 56 (EQV) IV Soln,409796509,$0.02 
Normosol-R pH 7.4 IV Soln (Isolyte S (EQV)),264770700,$0.14 
NORTRIPTYLINE 10 mg CAP (PAMELOR),68084003101,$0.45 
NORTRIPTYLINE 25 mg CAP (PAMELOR),68084003201,$0.76 
NORTRIPTYLINE 50 mg CAP (PAMELOR),93081201,$1.60 
NYSTATIN  Topical 100000 units/g POWDER (Mycostatin (EQV)),832046515,$6.54 
NYSTATIN 500000 units/5mL ORAL SUSP,50962025005,$0.67 
NYSTATIN Topical 100000 units/g CREAM (Mycostatin EQV)),51672128901,$4.59 
NYSTATIN Topical 100000 units/g OINT,45802004811,$3.43 
NYSTATIN-TRIAMCINOLONE Topical  OINTMENT (Mycolog-II EQV)),472015515,$29.62 
NYSTATIN-TRIAMCINOLONE Topical CREAM (Mycolog-II EQV)),45802002605,$0.22 
obinutuzumab 25 mg/mL (GAZYVA),50242007001,$580.50 
ocrelizumab injectable,50242015001,"$73,125.00 "
OCTREOTIDE 100 mcg/mL INJ (Sandostatin (EQV)),781916795,$94.50 
OCTREOTIDE 1000 mcg/mL INJ (Sandostatin (EQV)),78018425,"$1,225.58 "
OCTREOTIDE 20 mg Depot Injection (Sandostatin LAR),78034184,"$11,810.70 "
OCTREOTIDE 30 mg Depot Injection (Sandostatin LAR),78034261,"$17,716.05 "
OCTREOTIDE 500 mcg/mL INJ (Sandostatin(EQV)),63323037701,$246.52 
OCULAR LUBRICANT - OINT (Lacri-lube (EQV)),17478006235,$4.32 
OFATUMUMAB 20 mg/mL INJ (Arzerra),173080802,$423.00 
ofloxacin ophthalmic 0.3% SOL,50383002405,$13.64 
ofloxacin OTIC 0.3% SOLN (Floxin (EQV)),63395010105,$65.34 
OLANZAPINE 10 mg TAB (Zyprexa (EQV)),68084052701,$3.85 
OLANZAPINE 10 mg Zydis TAB (Zyprexa (EQV)),55111026381,$36.01 
OLANZAPINE 2.5 mg TAB (Zyprexa (EQV)),68084052501,$2.18 
OLANZAPINE 5 mg TAB (Zyprexa (EQV)),68084052601,$2.48 
OLANZAPINE 5 mg Zydis TAB (Zyprexa (EQV)),60505327503,$37.01 
olaratumab 10 mg/mL SOLN,2719001,$215.06 
OLMESARTAN 20 mg TAB (Benicar),65597010330,$30.00 
olopatadine OPH. 0.1% soln (Patanol (EQV)),65027105,$213.75 
OLSALAZINE 250 mg CAP (DIPENTUM (EQV)),50474060001,$7.90 
omacetaxine 3.5 mg Inj (Synribo),63459017714,"$4,104.00 "
Omalizumab 150 mg/mL Injectable,50242004062,"$4,090.50 "
Omega-3 Fatty Acids (1200 mg Fish Oil 360 mg Omega-3),35356010400,$0.17 
OMEPRAZOLE 2 mg/mL Oral Susp (SCN),90000000023,$1.80 
ondansetron 2 mg/2.5 mL ORAL SOL,65162069479,$12.23 
ondansetron 2 mg/mL INJ,409475503,$0.81 
ondansetron 2 mg/mL INJ (PEDS),55390012110,$0.81 
ondansetron 4 mg TAB (Zofran (EQV)),45963053830,$2.70 
ondansetron 8 mg TAB (Zofran (EQV)),45963053930,$14.78 
ondansetron 8 mg/50 mL D5W (RCC),143989001,$5.36 
ondansetron ODT 4 mg (Zofran (EQV)),781523864,$3.14 
ondansetron ODT 8 mg (Zofran (EQV)),378773493,$17.93 
ophthalmic IRRIGATION EXTRAocular - SOLN 120 ml (Eye Irrigation),10119000738,$0.12 
ophthalmic IRRIGATION INTRAocular (Balanced Salt Soln PLUS )SOLN,65080050,$0.63 
ophthalmic IRRIGATION INTRAocular (Balanced Salt Soln) 18 mL,65079515,$2.25 
ophthalmic IRRIGATION INTRAocular (Balanced Salt Soln) 500 mL,65079550,$0.23 
Ophthalmic Local (Lidocaine 2% 5 mL-Bupivacaine 0.75% 5 mL PF),34,$2.43 
OPRELVEKIN 5 mg PFS (NF),58394000401,"$1,101.60 "
OSELTAMIVIR 12 mg/mL Oral Susp (TAMIFLU),4081095,$8.06 
OSELTAMIVIR 30 mg CAP (TAMIFLU),4080285,$59.15 
OSELTAMIVIR 45 mg CAP (TAMIFLU),4080185,$59.15 
OSELTAMIVIR 6 mg/mL oral suspension (Tamiflu),4082009,$6.66 
OSELTAMIVIR 75 mg CAP (TAMIFLU),4080085,$64.48 
oxacillin 1 gram/100 mL Add Ease,338101341,$23.81 
oxacillin 50 mg/mL (SCN/PEDS) Inj,15798199,$2.25 
OXALIplatin 5 mg/mL INJ,61703036318,$14.85 
OXAZEPAM 10 mg CAP (SERAX (EQV)),228206710,$4.71 
OXAZEPAM 15 mg CAP(Serax(EQV)),781281001,$3.60 
OXCARBAZEPINE 150 mg TAB (Trileptal (EQV)),62584014201,$1.90 
OXCARBAZEPINE 300 mg TAB (Trileptal (EQV)),62584014301,$3.47 
OXcarbazepine 300 mg/5 mL SUSP (Trileptal (EQV)),78035752,$5.97 
OXYBUTYNIN 2.5 mg (1/2 of 5 mg) TAB,51079062899,$1.00 
OXYBUTYNIN 5 mg ER (Ditropan XL (EQV)),51079072220,$15.35 
OXYBUTYNIN 5 mg TAB (Ditropan (EQV)),68084040001,$1.00 
OXYBUTYNIN 5 mg/5 mL Oral Syrup,603149058,$0.28 
oxyCODONE 10 mg TAB ER (OxyCONtin (EQV)),59011010025,$7.02 
oxyCODONE 20 mg TAB ER (OxyCONtin (EQV)),59011010325,$14.21 
oxyCODONE 20 mg/mL (PEDS) Oral Syringe,68308002003,$25.65 
oxyCODONE 20 mg/mL CONC SOLUTION,68462034737,$25.65 
oxyCODONE 30 mg IR TAB,68084018501,$2.66 
oxyCODONE 40 mg TAB ER (OxyCONtin (EQV)),59011010525,$25.19 
oxyCODONE 5 mg IR TAB (OXY-IR),58177004111,$1.25 
oxyCODONE 80 mg TAB ER (Oxycontin (EQV)),58177068304,$42.75 
OXYMETAZOLINE 0.05% NASAL SPRAY (Afrin (EQV)),904571135,$0.33 
OXYTOCIN 10 units/mL INJ (Pitocin (EQV)),63323001201,$18.60 
OXYTOCIN 30 units/500 mL NS,61553073503,$0.18 
PAClitaxel 6 mg/mL INJ (Taxol (EQV)),55390011450,$3.38 
PAClitaxel-protein bound 5 mg/mL INJ (Abraxane),68817013450,"$4,329.00 "
palivizumab 100 mg/mL (SCN) INJ ,60574411301,"$10,037.61 "
palonosetron 0.25 mg/5 mL Injection,62856079701,$410.81 
PAMIDRONATE 30 mg INJ,55390012701,$43.20 
pamidronate 30 mg/250 mL NSS,61703032418,$0.21 
PAMIDRONATE 90 mg INJ,55390012901,$153.90 
pamidronate 90 mg/250 mL NSS,67457044610,$0.56 
Pancreatic Enzymes D.R.(12000 units Lipase) DRC(Creon (EQV)),32121201,$11.75 
pancrelipase 10440 units-39150 units-39150 units (VIOCASE (EQV)) TAB,58914011210,$10.50 
PANCURONIUM 1 mg/mL 10 mL INJ,409464601,$2.13 
PANITUMUMAB 20 mg/mL SOLN,55513095401,$793.80 
pantoprazole 4 mg/mL INJ (PEDS),8094199,$2.48 
pantoprazole 40 mg for Infusion (Protonix),8094103,$23.76 
pantoprazole 40 mg INJ (Protonix),55150020210,$24.81 
pantoprazole 40 mg Oral Granule (Protonix),8084402,$49.26 
pantoprazole 40 mg TAB EC (Protonix),68084065701,$1.40 
PAPAVERINE 30 mg/mL INJ,517401001,$3.24 
PARICALCITOL 2 mcg/mL INJ (Zemplar),409100701,$20.84 
PARICALCITOL 5 mcg/mL INJ (Zemplar),74165801,$218.16 
PAROXETINE 10 mg TAB (Paxil (EQV)),68084004401,$5.45 
PAROXETINE 20 mg TAB (Paxil (EQV)),68084004501,$4.44 
PAROXETINE 30 mg TAB (Paxil (EQV)),60505008402,$1.25 
PAROXETINE 5 mg (1/2 of 10 mg) TAB,65862015499,$9.90 
pegfilgrastim 6 mg/0.6 mL INJ (Neulasta),55513019001,"$16,165.98 "
pegfilgrastim 6 mg/0.6 mL On-Body Injector (NEULASTA (EQV)),55513019201,"$28,192.64 "
pembrolizumab 25 mg/mL (Keytruda) Inj,6302902,"$4,855.50 "
PEMETREXED 25 mg/mL INJ (Alimta),2762301,$639.00 
PENICILLAMINE 250 mg TAB (Depen (EQV)),37440101,$21.43 
penicillin G benzathine 1200000 units/2 mL SUSPENSION,60793070110,$372.69 
penicillin G benzathine 600000 units/mL (SCN/PEDS) ,54569191701,$350.51 
penicillin G BENZATHINE 600000 units/mL SUSP,60793070010,$311.93 
penicillin G potassium 100000 units/mL (SCN/PEDS) INJ,20000000003,$6.75 
penicillin G potassium 2.5 million units/100 mL NSS IVPB,781613595,$13.37 
penicillin G POTASSIUM 5 million units INJ,49052022,$27.00 
penicillin G POTASSIUM 5 million units/100 mL NS IVPB,49052083,$54.25 
penicillin G potassium 5 million units/100 mL- NSS IVPB,781615395,$26.73 
penicillin G POTASSIUM 5000000 units injection,781615397,$79.82 
penicillin G PROCAINE 1200000 UNITS/2 ML SUSP,61570008610,$39.27 
penicillin G PROCAINE 600000 UNITS/ML SUSP,60793013010,$136.51 
penicillin V POTASSIUM  250 mg/5 mL Susp,93519973,$0.10 
penicillin V POTASSIUM 250 mg TAB (Pen Vee K (EQV)),781120501,$2.70 
penicillin V POTASSIUM 500 mg TAB (Pen Vee K (EQV)),90999099909,$1.00 
PENTAMIDINE 300 mg PDWR for INHALATION  (NEBUPENT),63323087715,$841.14 
PENTAMIDINE 300 MG PWDI,63323011310,$827.98 
PENTOSTATIN 2 mg/mL INJ (Nipent),409080101,"$1,372.32 "
PENTOXIFYLLINE 400 mg ER (Trental (EQV)),378035701,$2.52 
PERFLUTREN Inj 3 mL(Optison),407270703,$162.00 
PERMETHRIN 5% CREAM (Elimite EQV)),472024260,$8.10 
PERMETHRIN Topical 1% SOLN (Nix (EQV)),63736012002,$0.74 
PERPHENAZINE 2 mg TAB (Trilafon (EQV)),603506021,$4.57 
PERPHENAZINE 4 mg TAB (Trilafon (EQV)),68084060201,$5.61 
PERPHENAZINE 8 mg TAB (Trilafon (EQV)),781104801,$11.37 
pertuzumab 30 mg/mL INJ (Perjeta),50242014501,"$1,309.50 "
PETROLATUM TOPICAL 100% OINT (5 gram(s)) (Vaseline (EQV)),54162065004,$0.16 
PETROLATUM TOPICAL OINT (454 gram(s) (Vaseline (EQV)),46287050816,$0.12 
PHENAZOPYRIDINE 100 mg TAB (Pyridium (EQV)),42192080101,$7.90 
PHENELZINE 15 mg TAB (Nardil (EQV)),71027024,$2.61 
PHENOBARBITAL 10 mg/mL (SCN/PEDS) INJ,90000000024,$2.25 
PHENobarbital 10 mg/mL-NaCl 0.9% SOLN,641047721,$111.15 
phenobarbital 100 mg TAB,143145801,$2.79 
phenobarbital 130 mg/mL INJ,641047725,$218.17 
phenobarbital 15 mg TAB,143144510,$1.00 
PHENobarbital 16.2 mg TAB,63739020010,$1.60 
phenobarbital 20 mg/5 mL ORAL ELIX (5ml),16571033016,$0.83 
phenobarbital 30 mg TAB,64125090101,$1.00 
phenobarbital 30mg/7.5ml ORAL ELIX (7.5mL),121053107,$0.39 
PHENobarbital 32.4 mg TAB,13517011101,$2.66 
phenobarbital 65 mg/mL INJ,641047625,$79.38 
phenobarbital Oral Sol 10 mg/mL (SCN),90000000025,$2.25 
PHENOL TOPICAL 1.4% SPRAY (Chloraseptic (EQV)),78112069355,$0.10 
PHENOXYBENZAMINE 10 mg CAP (DIBENZYLINE(EQV)),65197000101,"$1,187.90 "
PHENTOLAMINE 5 mg INJ (Regetine (EQV)),55390011301,$675.00 
phenylephrine 0.125%  NASAL DROPS (NeoSynephrine (EQV)),56184012105,$1.06 
phenylephrine 0.25% NASAL SPRAY (NeoSynephrine (EQV)),69536002515,$1.05 
phenylephrine 0.5% NASAL SPRAY (NeoSynephrine (EQV)),24135301,$1.01 
phenylephrine 1% NASAL SPRAY (NeoSynephrine (EQV)),24135202,$1.17 
phenylephrine 10 mg/mL SOLN,409180001,$23.91 
phenylephrine 1000 mcg/10 mL Syringe,61553030772,$22.86 
phenylephrine 2.5% OPH. SOLN (NeoSynephrine (EQV)),17478020020,$26.66 
phenylephrine 20 mg/250 ml D5W (Premix),517040525,$0.45 
phenylephrine 50 mg/250 ml NSS (Premix),24200109610,$0.18 
phenylephrine Topical 0.25%-3% OINT (Preparation H (EQV)),713029831,$0.36 
PHENYTOIN  100 mg/2 mL (Dilantin (EQV)),143988225,$3.83 
PHENYTOIN 100 mg ER CAP (DILANTIN (EQV)),71036924,$4.24 
PHENYTOIN 100 MG/4 ML SUSP (Dilantin (EQV)),472500208,$0.81 
PHENYTOIN 25 mg (1/2 of 50 mg) CHEW TAB,71000724,$3.97 
PHENYTOIN 250 mg / 5 mL INJ (Dilantin (EQV)),641255545,$1.67 
PHENYTOIN 30 mg ER Cap (Dilantin (EQV)),71374066,$3.66 
PHENYTOIN 50 mg TAB CHEWABLE (Dilantin (EQV)),71000740,$5.64 
PHYSOSTIGMINE 2 mg/ 2mL INJ,11098051002,$10.48 
PHYTONADIONE 1 mg/0.5 mL INJ,76329124005,$42.17 
phytonadione 1 mg/mL Oral SOLN,54868443400,$14.72 
PHYTONADIONE 1.25 mg TAB(1/4 of 5 mg),9900909099,$11.25 
PHYTONADIONE 10 mg/mL INJ (Vitamin K),409915801,$169.97 
PHYTONADIONE 2.5 mg TAB(1/2 of 5 mg),90000900909,$11.25 
phytonadione 2.5 mg/2.5 mL Oral SOLN,548124000,$36.81 
PHYTONADIONE 5 MG TAB (Mephyton (EQV)),187170405,$200.67 
phytonadione 5 mg/5 mL Oral SOLN,7.63E+11,$73.58 
PILOCARPINE OPH. 1% SOLN,998020315,$23.66 
PILOCARPINE OPH. 2% SOLN,998020415,$24.20 
PILOCARPINE OPH. 4% SOLN,61314020615,$8.31 
PINDOLOL 2.5 mg (1/2 of 5 mg) TAB,378005299,$1.35 
PINDOLOL 5 mg TAB (Visken (EQV)),62559056001,$3.47 
PIOGLITAZONE 15 mg TAB (Actos (EQV)),64764015105,$44.97 
PIOGLITAZONE 30 mg TAB (Actos (EQV)),64764030115,$68.73 
