FIM DESCRIPTION,LH PRICE
THERAPY SPEECH AAC,340
THERAPY SWALLOW ORAL FUNC,392
THERAPY SWALLOW ORAL FUNC,392
THERASKIN P/SQ CM 2.54X5.08 PIECE,95
THERASKIN P/SQ CM 5.08X7.62 PIECE,50
THIN PREP DIAGNOSTIC,81.32
THIN PREP SCREENING,81.32
THIOCYANATE LEVEL,15.26
THIOPURINE METHYLTRANSFERASE GENO,62.56
THORAC SP 3 VW-AP/LAT/SWI,945
THORACIC SP-1 VIEW,514
THORACOLUMBAR 2 VIEWS,919
THROAT CULTURE,33.53
THROMBEC/EMBOLECTOMY DEVICE LVL1,400
THROMBEC/EMBOLECTOMY DEVICE LVL11,9700
THROMBEC/EMBOLECTOMY DEVICE LVL3,2250
THROMBEC/EMBOLECTOMY DEVICE LVL5,3150
THROMBEC/EMBOLECTOMY DEVICE LVL7,6850
THROMBEC/EMBOLECTOMY DEVICE LVL9,7650
THROMBIN TIME PLASMA,21.77
THYROGLOBULIN AB,53.55
THYROGLOBULIN QUANT WO ANTIBODIES,75.07
THYROID CA METS UPTAKE,1185
THYROID CA-METS W/ADD STU,1944
THYROID CA-METS WHOLE BOD,3053
THYROID IMAG ONLY W OR W/O FLOW,675
THYROID IMAG W SING OR MULT UPTAK,1185
THYROID PEROXIDASE AB,57.05
THYROID STIM IMMUNGLOBULIN,184.41
THYROID STIMULATING HORMONE 2OF2,65.56
THYROID UPTAKE,25.27
THYROID UPTAKE  SING OR MULT,532
THYROTROPIN RECEPT AB,48.79
THYROTROPIN RECEPTR AUTO AB 1OF2,48.79
TIBIA & FIBULA 2V LEFT,774
TIBIA & FIBULA 2V RIGHT,774
TICK ID RFLX TO LYME DISEASE DNA,19.68
TICKS ANALYSIS FOR LYMES,121.36
TISSUE BX CULT (1OF2),33.53
TISSUE CULTURE BONE MARROW,491.94
TISSUE MKR NONDOSIMETRY,552
TISSUE TRANSGLUT PNL (2OF2) IGA,37.53
TISSUE TRANSGLUT PNL 1OF2,37.53
TOBRAMYCIN,62.06
TOBRAMYCIN SINGLE,62.06
TOES LT MIN 2 VIEW,376
TOES RT MIN 2 VIEW,376
TOPAMAX,41.29
TOTAL COMPLEMENT,77.82
TOTAL PROTEIN SERUM,5
TOUCH PREP ADD'L,16.5
TOUCH PREP INI,30.41
TOXICOLOGY KIT,10
TOXOPLASMA AB 1OF2,54.55
TOXOPLASMA AB IGM 2OF2,57.05
TPMT ACTIVITY,55.72
TPMT GENE ANALAYSIS COMMON VARIAN,437.02
TRACH SPEAK VALVE AQUA,260
TRACH SPEAK VALVE PURPLE,285
TRACTION - MECHANICAL,260
TRACTION MECHANICAL,260
TRALI INV - DONOR,28.78
TRALI INV - RECIPIENT,28.78
TRANSCATHETER BIOPSY,2299
TRANSFERASE (AST) (SGOT) 8OF10,5
TRANSFERRIN,55.05
TRANSHEP PORT PERC W/EV LTDS/I,7942.75
TRAVEL ALLOWANCE,0
TRAZODONE  SERUM (DESYREL),48.79
TREADMILL STRESS TEST,1160
TREPONEMA PALLIDUM AB,28.85
TRICHINELLA SPIRALIS ANTIBODY,63
TRICHOMONAS VAGINALIS AMPLIF,121.36
TRICHOMONAS VAGINALIS RNA,121.36
TRICHOMONAS VAGINALIS RNA,121.36
TRICHOMONAS VAGINALIS RNA QUALTMA,121.36
TRIGLYCERIDE,5
TRILEPTAL (OXCARBAZEPINE),62.56
TRXN TXN PHYSICIAN CONS,202.37
TRYPTASE,48.04
TSH SENSITIVE,65.56
T-SPINE 2 VW (DITHORSP2V),202.05
TTE 2D AND DOPPLER,1855
TTE 2D DOP LTD W BUBBLE STUDY,665
TTE 2D DOP ONLY W BUBBLE STUDY,1855
TTE 2D LIMITED,665
TTE 2D LTD W BUBBLE STDY,665
TTE 2D ONLY,1170
TTE 2D ONLY W BUBBLE STUDY,1170
TTE 2D W DOPPLER LIMITED,665
TTE M 2D DOP COMP W BUBBLE STUDY,1855
TTE M 2D DOP COMPLETE,1855
TUBE FEEDING G-J LOW PROFILE,634.02
TUMOR IMAGING  MULTI DAYS,2860
TUMOR IMAGING-LIMITED ARE,7414
TUMOR IMAGING-MULTIPLE AR,7414
TUMOR IMAGING-SPECT,7414
TUMOR IMAGING-WHOLE BODY,2815
TX EX EA 15 MIN,185
TX EX EA 15 MIN MOD 59,185
TX EX MUSC/SKEL EA 15 MIN,185
TX EX MUSC/SKEL EA 15 MIN,185
TX EX MUSC/SKEL EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN,185
TX EX NEURO EA 15 MIN MOD 59,185
TX EX NEURO EA 15 MIN MOD 59,185
TX FUNC AC EA 15 MIN,185
TX FUNC AC EA 15 MIN MOD 59,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN,185
TX FUNC PERF EA 15 MIN MOD 59,185
TX RL MONOCL ANTIBO IV INF,2420
UA-AUTO WO MICRO           307,73.21
UGI AIR CONTRAST W/ KUB,395
UGI AIR CONTRAST W/ KUB LTD,395
UGI AIR WITH SMALL BOWEL,2317
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN,190
ULTRASOUND EA 15 MIN MOD 59,190
UMBIL DOPPLER VELOCIMETRY,450
UNIV KNEE IMMOBZ,350
UNNA BOOT APPL LT,482
UNNA BOOT APPL RT,482
UNNA BOOT APPL-BILATERAL,963
UNNA BOOT REMOVAL LT,400
UNNA BOOT REMOVAL RT,400
UPPER EXT INFANT MIN 2 VW LT,210
UPPER EXT INFANT MIN 2 VW RT,210
UPPER GI W KUB,1432
UPPER GI W/SMALL BOWEL,2231
UPPER GI WITH AIR W/O KUB,1744
UPPER GI WO KUB,1261
UPR/L XTREMITY ART 2 LEVELS,588.34
UPR/L XTREMITY ART 2 LEVELS,588.34
UPR/LXTR ART STDY 3+ LVLS,1137
UPR/LXTR ART STDY 3+ LVLS,1137
UPR/LXTR ART STDY 3+ LVLS,1137
UR PHENYCYLIDINE,200
URETHROCYSTOGRAPHY RETROG,200
URIC ACID RASBURICASE,5
URIC ACID SERUM,5
URIC ACID URINE,11.26
URINALYSIS (BILL),8.51
URINE ALB/CREAT RATIO 1OF2,22.52
URINE ALB/CREAT RATIO 2OF2,20.27
URINE ALBUMIN,22.52
URINE AMYLASE,25.27
URINE CALCIUM QUANT,23.52
URINE CANNABINOIDS,200
URINE CHLORIDE,19.52
URINE COCAINE,200
URINE CREATININE,20.27
URINE DRUG SCREEN - 10 PANEL,200
URINE ELECT (2OF3) K,16.76
URINE ELECT (3OF3) CL,19.52
URINE ELECT-1OF3,19.02
URINE GLUC QUANT,13.51
URINE GLUCOSE,12.51
URINE HEMOSIDERIN QUALITATIVE,18.52
URINE IEP (2OF2) TOTAL PROTEIN,5
URINE IEP 1OF2,111.85
URINE KETONES,12.51
URINE KIDNEY STONE RISK ASSESSMNT,8.51
URINE METHADONE,200
URINE MICROSCOPIC,11.01
URINE MYOGLOBIN,50.29
URINE OXYCODONE,200
URINE PHOSPHOROUS,19.52
URINE POTASSIUM,16.76
URINE PREG SCREEN,29.03
URINE PROTEIN (2OF2) TOTAL PROTEI,5
URINE PROTEIN ELECTRO 1O2,69.56
URINE PROTEIN QUANT TOTAL,5
URINE SODIUM,19.02
URINE UREA NITROGEN,18.52
URINE VOLUME,11.26
UROLOGIC/GI STENTS LEVEL 1,250
UROLOGIC/GI STENTS LEVEL 4,550
UROLOGIC/GI STENTS LEVEL 7,850
US ABD LIM SGL ORG/QUAD,1574
US ABDOMINAL COMPLETE,1793
US ABSCESS DRAINAGE LT,1625
US ABSCESS DRAINAGE RT,1625
US ART IMAGE LLE,1017
US ART IMAGE LLE/1,1017
US ART IMAGE RLE,1017
US ART IMAGE RLE/1,1017
US BASE 30 MIN W ANES,650
US BASE 30 MIN WO ANES,650
US BASE 30MIN SPEC EQ W ANES,6500
US BASE 30MIN SPEC EQ WO ANES,6500
US BREAST COMP LT,432
US BREAST COMP RT,432
US BREAST LTD LT,432
US BREAST LTD RT,432
US BREAST MARKER LT,1625
US BREAST MARKER RT,1625
US CHEST INCL MEDIASTINUM,785
US CYST ASPIRATION LT,1625
US CYST ASPIRATION RT,1625
US DUPLEX ABD/PEL/RETRO COMP,1399
US DUPLEX ABD/PELV/RET LT,995
US DUPLEX AORTA/IVC,1461
US DUPLEX AORTA/IVC LTD,1015
US DUPLEX HEMO ACCESS,893
US EA ADD GEST 2ND/3RD TRIMEST,453
US EA ADDL 15 MIN W ANES,285
US EA ADDL 15 MIN WO ANES,285
US EA ADDL 15MIN SPEC EQ W ANES,2000
US EA ADDL 15MIN SPEC EQ WO ANES,2000
US ECHOENCEPHALOGRAPHY,982
US EXAM INFANT HIPS DYNAMIC,1228
US EXTREMITY LOW LT,293
US EXTREMITY LOW RT,293
US EXTREMITY UP LT,293
US EXTREMITY UP RT,293
US FET/MAT EVAL W/DETAIL FET INIT,720
US FET/MAT EVAL W/DETL FET EA ADD,536
US FETAL NUC TRANS EA ADD FET LTD,292
US FETAL NUC TRANS INIT FET LTD,292
US FETAL NUCHAL TRANS EA ADD FET,275
US FETAL NUCHAL TRANS INIT FET,432
US GUID BREAST NEEDLE LOC ADD,3400
US GUID BREAST NEEDLE LOC LT,3400
US GUID BREAST NEEDLE LOC RT,3400
US GUID NEEDLE PLCMNT BX,1625
US GUID VAC BREAST BX ADD,4600
US GUID VAC BREAST BX LT,4600
US GUID VAC BREAST BX RT,4600
US GUIDANCE FOR NDL PLC S/I,402.63
US GUIDE PERICARDIOCENTES,397
US GUIDE VASC ACC W/RPT,397
US GUIDED TISSUE ABLATION,1137
US GUIDED VASULAR ACCESS,397
US INTRAOPERATIVE          402,1068.79
US LTD MULTI FETUS,464
US PELVIC COMPLETE,1158
US PELVIS NONOB LTD BLAD,826
US PREG 1ST TRIMEST ADD'L,295
US PREG AFT 1ST TRIM ADDL,453
US PREG AFTER 1ST TRIM,538
US PREG FIRST TRIMESTER,295
US PREG TRANSVAG,295
US PREGNANT UTERUS FU,268
US PREGNANT UTERUS LIMITE,722
US PROSTATE VOLUME STUDY,425
US REALTIME EA ADD'L GEST,295
US REALTIME PREG F/U 1ST,428
US REALTIME PREG F/U EA A,268
US REALTIME SNGL/1ST GEST,295
US REALTIME TRANSVAG PREG UTERUS,295
US RET PERIT LIM (RENAL),1398
US RETROPER COMP RENAL/BL,1744
US SCREEN EXAM FOR AAA,440
US SCROTUM & CONTENTS,1086
US SNGL/1ST GEST 2ND/3RD TRIMEST,538
US SOFT TISSSUE HEAD/NECK,1086
US SONOHYSTERO SALINE INF,1598
US SPINE & CONTENTS,1455
US TRANSPL KIDNEY DUP LT,1398
US TRANSPL KIDNEY DUP RT,1398
US TRANSRECTAL,1144
US TRANSVAGINAL NON-OB,945
USPROSTBX- US BIOPSY PROSTATE,397
VAGINOSIS PANEL BACTERIAL VAGINOS,102.31
VALPROIC ACID,47.54
VALPROIC ACID  FREE (DEPAKOTE),46.1
VANCOMYCIN,47.54
VANCOMYCIN SINGLE,47.54
VANILMANDELIC ACID URINE,60.3
VARICELLA ZOSTER AB  IGG,45.79
VARICELLA-ZOSTER AB  IGM,45.79
VASO INTEST POLYPEP,156.39
VBG W/ CALCULATED O2 SAT,200
VEIN MAP BIL UPPER EXT,1502
VEIN MAP LT UPPER EXTR,1017
VEIN MAP RT UPPER EXTR,1017
VENA CAVA FILTER LEVEL 1,2450
VENA CAVA FILTER LEVEL 3,2650
VENA CAVA FILTER LEVEL 5,2950
VENIPUNCTURE,13
VENIPUNCTURE CHARGE,5
VENIPUNCTURE CHARGE - OUTPATIENT,5
VENO CAVAL SUPERIOR COMPL,2327
VENO EXTREMITY BILAT COMP,1100
VENO RENAL SELECT LT COMP,1881
VENO RENAL SELECT RT COMP,1881
VENOG CAVAL INFERIOR COMP,2327
VENOGRAM RENAL BIL LTD S/I,1347
VENOGRAM RENAL BIL S/I,1347
VENOGRAM UNILATERAL LT,2637
VENOGRAM UNILATERAL RT,2637
VENOGRAPHY  ADRENAL  BILA,14528
VENOGRAPHY  EPIDURAL,6901
VENOGRAPHY  SINUS OR JUGU,1728
VENOGRAPHY  SUPERIOR SAGI,9195
VENOGRAPHY ADRENAL LT COM,9162
VENOGRAPHY ADRENAL RT COM,9162
VENOGRAPHY EXTREMITY LT,1100
VENOGRAPHY EXTREMITY RT,1100
VENOGRAPHY HEPATIC W/HEMO,8313
VENOUS DUP BIL LOWER EXT COMP,1502
VENOUS DUP BIL UPPER EXT COMP,1502
VENOUS DUP LT LOWER EXT,1017
VENOUS DUP LT UPPER EXT,1017
VENOUS DUPL RT LOWER EXT,1017
VENOUS DUPL RT UPPER EXT,1017
VENOUS PH,431
VENOUS SAMPLING/CATHETER,6901
VENTILATOR 1ST DAY,2160
VENTILATOR SUBSEQUENT DAY,1500
VERY LONG CHAIN FATTY ACIDS,65.56
VIBRIO CULTURE,9.26
VIDEO BARIUM SWALLOW EVAL,704
VIDEO BARIUM SWALLOW EVAL,704
VIRAL IDENTIFICATION,77
VIRUS  RESPIRATORY PANEL  DFA,38.03
VIRUS CULTURE,100.59
VIRUS INOCULATION SHELL VIAL EA,21
VISCOSITY,39.79
VIT D 1 25 OH,148.38
VIT D 25 HYDROXY,112.35
VITAMIN A,45.54
VITAMIN B1,79.82
VITAMIN B12,58.8
VITAMIN B2(RIBOFLAVIN),78.82
VITAMIN B6,108.1
VITAMIN C,37.78
VITAMIN E SERUM,53.8
VITAMIN K1,53.2
VOICE CURRENT STATUS,0.01
VOICE D/C STATUS,0.01
VOICE GOAL STATUS,0.01
VOIDING URETHROGRAM,1031
VOLTAGE GATED CALCIUM CHANNEL AB,37.53
VOLTAGE GATED CALCM CHAN AB ASSAY,48.79
VONWILLEBR EVAL W MULTI-ANG1STAGE,68.06
VONWILLEBRAND COLLAGEN BIND ASSAY,48.04
VRE SCREEN,22.27
VWFACTOR AG,89.58
VZV DNA  QUANT REAL-TIME PCR,73.6
VZV REAL TIME PCR,121.36
WEAK D TYPING EA CELL,137.84
WEST NILE VIRUS ANTIBODY,56.11
WEST NILE VIRUS ANTIBODY,56.11
WEST NILE VIRUS ANTIBODY CSF,59.8
WEST NILE VIRUS ANTIBODY SERUM,59.8
WESTERN BLOT  SERUM,75.57
WHEELCHAIR MGMNT 15 MIN,90
WHEELCHAIR MGMNT EA 15 MIN MOD 59,90
WHEELCHAIR MGT EA 15 MIN,90
WHEELCHAIR MGT EA 15 MIN MOD 59,90
WHEELCHAIR MNGMNT EA 15 MIN,90
WHEELCHAIR MNGMNT EA 15 MIN,90
WHIRLPOOL,268
WHIRLPOOL OT,268
WORK HARDEN INIT 2 HOURS,400
WORK HARDENING EA ADD HOUR,206
WOUND CARE NONSEL PT,183
WOUND CARE NONSEL PT,183
WOUND CARE NONSELECT OT,183
WOUND CARE NONSELECT OT,183
WOUND CARE SEL 1ST 20 SQ CM,1015
WOUND CARE SEL 1ST 20 SQ CM,1015
WOUND CULT (2 OF 2) GRAM STAIN,17.52
WOUND CULT-1OF2,33.53
WRIST 2 VIEWS LEFT,222
WRIST 2 VIEWS RIGHT,222
WRIST EXT COCKUP PREFB,250
WRIST EXT COCKUP PREFB,250
WRIST EXT COCKUP PREFB,250
WRIST ORTHOSIS PREFAB INC FIT/ADJ,904
WRIST ORTHOSIS PREFAB W FIT/ADJ,904
WRIST ORTHOSIS PREFAB W FIT/ADJ,904
WRIST ROUTINE MIN 3V COMPLETE LT,615
WRIST ROUTINE MIN 3V COMPLETE RT,615
X SENSE FRAGILE X WITH REFLEX,151.27
XENON XE133 GAS PER 10MCI,360.17
XR UGI W KUB LTD,395
X-RAY EXAM CERVICAL SPINE >5VWS,1162
X-RAY EXAM CERVICAL SPINE 2-3 VWS,587
X-RAY EXAM CERVICAL SPINE 4-5VWS,976
XYLOSE ABSORP BL,45.54
ZAP-70 IN B-CLL,362
ZIKA VIRUS DNA/RNA AMP PROBE,158
ZINC PLASMA,44.79
ZINC WHOLE BLOOD,44.79
ZONISAMIDE,48.79
