FIM DESCRIPTION,AMH PRICE
FLOWCYTOMETRY 1 MARKER,362
FLOWCYTOMETRY EACH ADD MARKER,16.5
FLOWCYTOMETRY EACH ADD MARKER,16.5
FLOWCYTOMETRY/TC 1ST MARKER,362
FLOWCYTOMETRY/TC ADD-ON,16.5
FLOWCYTOMETRY/TC EA ADDL MARK,16.5
FLU ADMIN FEE,45
FLU HIGH DOSE>65 0.5ML INJ'16-'17,164
FLU VACC QUAD PRESRV FREE>3YRS,43
FLUID ALBUMIN,6.01
FLUID AMYLASE,25.27
FLUID CREATININE,20.27
FLUID GLUCOSE,13.51
FLUID TOTAL PROTEIN,5
FLUID TRIGLYCERIDES,5
FLUID-CELL COU W/DIFF,21.52
FLUIDOTHERAPY,268
FLUIDOTHERAPY,268
FLUIDOTHERAPY MOD 59,268
FLUIDOTHERAPY OT,268
FLUIDOTHERAPY OT,268
FLUIDOTHERAPY OT,268
FLUIDOTHERAPY OT MOD 59,268
FLUIDOTHERAPY PT,268
FLUIDOTHERAPY PT,268
FLUIDOTHERAPY PT,268
FLUIDOTHERAPY/1,268
FLUIDOTHERAPY/2,268
FLUORESCENT ANTIBODY SCREEN EACH,44.04
FLUORESCENT ANTIBODY TITER,28.78
FLUORESCENT ANTIBODY TITER EA,28.78
FLUORO EXAM SEP PROC W/ RAD,413
FLUORO EXAM SEP PROC W/O RAD,413
FLUORO GUIDANCE NEEDLE PL,1216
FLUORO GUIDE NDL BIOPSY/FNA,1475.09
FLUORO GUIDED CV ACCESS,397
FLUORO GUIDED CV ACCESS,397
FLUORO GUIDED CV ACCESS,397
FLUORO GUIDED NEEDLE LIV,1216
FLUORO GUIDED NEEDLE PANC,1216
FLUORO GUIDED NEEDLE RETR,1216
FLUORO IN OR ASSIST,413
FLUORO NEEDLE PLCMNT LUNG,463
FLUOROGUIDE FOR SPINE INJECT,632
FLUOROGUIDE FOR SPINE INJECT,632
FLUOROGUIDE FOR SPINE INJECT,632
FLUORO-NG/OG TUBE W/RAD,645
FLUOROSCOPY 1-60 MIN,413
FNA INTERP/RPT W/ OR W/O IMAGE,43.56
FNA W/ IMAGING GUIDANCE,1770
FNA W/IMAGING GUIDANCE,1945
FNA W/O IMAGING GUIDANCE,738
FNA-ASSESSMENT ONLY,232
FOLATE  RBC,56.55
FOLATE RBC,56.55
FOLATE SERUM,56.55
FOLEY CATH INSERTION,568
FOLLOW UP EP STUDY,10583
FOLLOW-UP ANGIOGRAPHY,949
FOLLOW-UP ANGIOGRAPHY,1716
FOOT 2 VIEWS LEFT,332
FOOT 2 VIEWS RIGHT,332
FOOT MIN 3 VIEWS LT,634
FOOT MIN 3 VIEWS RT,634
FOREARM 2 VIEWS LEFT,612
FOREARM 2V RIGHT,612
FOREIGN BODY CHILD STUDY 1V,308
FORENSIC CONSULT/RESPONSE,100
FRACTIONAL UA,12.51
FRACTIONATED CATECHOLEMIN,97.09
FRAGILE X METHYLATION ANALYSIS,250.22
FREE IUD MIRENA 52MG,0
FREE IUD PARAGARD,0
FREE IUD SKYLA 13.5 MG,0
FREE LILETTA IUD 52MG,0
FREE PSA,63.56
FREE PSA II (1 OF 2),63.56
FREE SERUM LIGHT CHAINS,23.36
FREE SERUM LIGHT CHAINS,23.36
FREE T3,66.06
FREE T4,34.28
FREE T4 DIRECT ANALYSIS,34.28
FRENULECTOMY,300
FRESH FROZEN PLASMA,381
FROZEN SECTION 1ST BLOCK,175.16
FROZEN SECTION 1ST BLOCK,175.16
FROZEN SECTION EA ADDTL,72.56
FROZEN TISSUE FIRST,175.16
FRUCTOSAMINE,47.54
FSH,72.56
FTA IGM,28.85
FTA TOTAL,28.85
FULL MOUTH DEBRIDEMENT,163
FUNGUS CULT SKIN/HAIR/NAI,30.03
FUNGUS CULTURE BLOOD,34.78
FUNGUS CULTURE OTHER,32.78
FZN SPERM STORAGE PER YR,200
G6PD GENE ANALYSIS COMMON VARIANT,84
G-6-PD QUANT BLOOD AND RBC,37.03
GABAPENTIN,48.79
GAD65 BY RIA,48.79
GAIT TRAIN EA 15 MIN,185
GAIT TRAIN EA 15 MIN,185
GAIT TRAIN EA 15 MIN,185
GAIT TRAIN EA 15 MIN,185
GAIT TRAIN EA 15 MIN MOD 59,185
GAIT TRAIN EA 15 MIN MOD 59,185
GAIT TRAIN EA 15 MIN MOD 59,185
GAIT TRAIN EACH 15 MINS,185
GAIT TRAIN EACH 15 MINS,185
GAIT TRAIN EACH 15 MINS,185
GAIT TRAIN EACH 15 MINS MOD 59,185
GAIT TRAIN EACH 15 MINS MOD 59,185
GAIT TRAIN EACH 15 MINS MOD 59,185
GAIT TRAIN EACH 15 MINS MOD59,185
GAIT TRAIN EACH 15 MINS/1,185
GALACTOMANNAN ANTIGEN,38.03
GALLIUM PER MCI,50
GANGLIOSIDE GM-1 (IGG) AB 1OF2,48.04
GANGLIOSIDE GM-1 (IGM) AB 2OF2,48.04
GARDASIL ADMIN,13
GARDASIL FROM MERCK,0
GARDASIL VACCINE,135
GASTRIC EMPTYING STUDY,1729
GASTRIN,66.81
GC CHLAMYDIA AMPLIFIED PROBE 1OF2,121.36
GC SCREEN,22.27
GC(2 OF 2)AMPLIFIED PROBE,121.36
GE REFLUX STUDY,3065
GEL  RED CELL PREP ARC,47.61
GENE REARRANGE OTHER THAN BCR/ABL,406
GENETIC RISK ASSESSMENT 4,100
GENETIC RISK ID  INFO REFRL COUNS,60
GENIT CULT-1OF2,33.53
GENITAL CULT (2 OF 2) GRAM STAIN,17.52
GENTAMICIN,66.56
GENTAMICIN SINGLE,66.56
GGT 3OF6,5
GGTP,5
GI LVL2 W/COVERED STENT,4645
GI LVL2 W/NON-COVERED STENT,4645
GI LVL2 W/O STENT,6645
GI PROC LVL 1,4965
GI PROC LVL 1,4965
GI PROC LVL 3 EUS COMP/COMB,11766
GI PROC LVL BASIC,1894
GI PROC LVL2 ERCP/EUS/ENDO W/STEN,6645
GIARDIA AG POS,38.03
GING FLAP RT PLN 1-3 CNTG TH/QUAD,200
GINGIVECTOMY 1-3 CONTIG TH/QUAD,190
GINGV FLAP PR/QUAD,270
GINGV OR PLASTY/QUAD,380
GLIADIN IGC & IGA AB,48.04
GLOMERULAR BSMNT MEMBR AB(IGG),48.04
GLU TOL 2 HR,50.04
GLU TOL SERUM 3HR 1OF2,50.04
GLUC TOL PREG 1OF2,50.04
GLUCAGON,54.3
GLUCOSE 1 HR MATERNAL GTT 1OF2,5
GLUCOSE 1HR GLUCOLA,17.52
GLUCOSE 2HR PP,17.52
GLUCOSE 2HR PP 1OF2,5
GLUCOSE 6 PHOS DEHYDROGEN  QUANT,37.03
GLUCOSE FASTING,5
GLUCOSE FASTING 2 OF 2,5
GLUCOSE FASTING 2OF2,5
GLUCOSE RANDOM,5
GLUCOSE TESTING POCT ACCUCHECK,20
GLUCOSE TOLERANCE 2 HOUR,50.04
GLUTAMIC ACID DECARBOXYLASE-65 AB,87.58
GLYCOMARK,39.79
GRAFIX P/SQ CM 3X4 PIECE,506
GRAM STAIN ONLY,17.52
GRANULOCYTE TXN,163
GRANULOCYTES  PHERESIS,6790
GROSS AND MICRO II,50.04
GROSS AND MICRO III,75.07
GROSS AND MICRO IV,150.13
GROSS AND MICRO V,260.23
GROSS AND MICRO VI,352.81
GROSS SPECIMEN,32.93
GROUP THERAPEUTIC PROCEDU,95
GROUP THERAPEUTIC PROCEDURE,95
GROUP THERAPEUTIC PROCEDURE,95
GROUP THERAPEUTIC PROCEDURE,95
GRP B STREP SCR PENICILLIN ALLERG,22.27
GUIDANCE FOR LOCALIZATION,487
GUIDE WIRE/1,250
GUIDE WIRE/2,382
GUIDE WIRE/3,450
GUIDE WIRE/4,1152
GUIDE WIRE/5,2228
GUIDE WIRE/6,3150
GUIDE WIRE/7,11205
GUIDE WIRE/8,13496
GUIDE WIRE/9,9878
GUIDEWIRE LEVEL 1,275
GUIDEWIRE LEVEL 11,1275
GUIDEWIRE LEVEL 15,1675
GUIDEWIRE LEVEL 2,375
GUIDEWIRE LEVEL 3,475
GUIDEWIRE LEVEL 4,575
GUIDEWIRE LEVEL 5,675
GUIDEWIRE LEVEL 6,775
GUIDEWIRE LEVEL 8,975
GUIDING CATHETER,5544
GUIDING CATHETER LEVEL 1,280
GUIDING CATHETER LEVEL 2,380
GUIDING CATHETER LEVEL 3,480
GUIDING CATHETER LEVEL 4,775
GUIDING CATHETER LEVEL 6,1650
GUIDING CATHETER LEVEL 7,1750
GUIDING CATHETER LEVEL 9,2050
GUIDING CATHETER/1,207
GUIDING CATHETER/10,7628
GUIDING CATHETER/11,12758
GUIDING CATHETER/2,572
GUIDING CATHETER/3,1071
GUIDING CATHETER/4,1818
GUIDING CATHETER/5,2993
GUIDING CATHETER/6,3362
GUIDING CATHETER/7,4365
GUIDING CATHETER/8,6615
GUIDING CATHETER/9,9135
GYN PLACEMENT OF MARKERS,2200
GYN PLACEMENT OF NEEDLES,5397
H PYLORI STOOL AG,40.04
H.PYLORI IGG/IGA ABS,57.05
HA1C,37.03
HAEMOPHILUS INFLUENZAE B AB IGG,57.05
HALO XP 7F 20MM RPR,2982
HAND 2V LT,496.65
HAND 2V RT,496.65
HAND METACARP FX PREFB W FIT/ADJ,382
HAND ROUTINE MIN 3V LEFT,535
HAND ROUTINE MIN 3V RIGHT,535
HAPTOGLOBIN 4OF6,48.29
HAPTOGLOBIN QUANT,48.29
HAPTOGLOBIN QUANT 6OF10,48.29
HBG & HCT (1 OF 2),7.51
HBG & HCT (2OF2) HCT,7.51
HBO TREATMENT P/HALF HR,494
HCG BETA W/O TITER,29.03
HCGB-TITRE,47.54
HCV FIBROSURE 1OF6,57.3
HCV RNA BY PCR  QN RFX GENO,148.13
HCV RNA PCR QUAL,121.36
HCV RNA QUANTITATIVE,148.13
HDR BRACHY >12 DWELL/CATH,4133
HDR BRACHY 1 DWELL/CATH,4133
HDR BRACHY 2-12 DWELL/CAT,4133
HDR ISODOSE PLAN COMPLEX W/CALC,1360
HDR ISODOSE PLAN INTERMED W/ CALC,1099
HDR ISODOSE PLAN SIMPLE W/CALC,899
HEAT SHOCK PROTEIN 70 AB,75.57
HEAVY METALS PROFILE  URINE 24HR,75.57
HEAVY METALS PROFLE BLOOD ARSENIC,75.57
HELICOBACTER PYLORI AB Q,57.05
HEMATOCRIT FLUID,19.52
HEMO/AGG AS EA ARC,300
HEMO/AGGL INCUBATED ARC,30
HEMOCCULT,5
HEMOCHROMATOSIS GENE ANAL,87.75
HEMOCUE,7.51
HEMOCULT/1,6.26
HEMODIALYSIS I/P,4535
HEMOGLOBIN  FREE  PLASMA,13.54
HEMOGLOBIN A1C,37.03
HEMOGLOBIN S NEGATIVE,17.52
HEMOGLOBINOPATHY EVALUATION,62.56
HEMORROID SCLEROTHERAPY,1771
HEP A AB IGM,39.03
HEP A VACCINE,75
HEP B CORE AB IGM,40.79
HEP B CORE ANTIBODY TOTAL,41.79
HEP B SURF ANTIBODY,37.03
HEP B SURF ANTIBODY/2,37.03
HEP B SURF ANTIGEN,35.78
HEP B VACCINE  20+ YRS,75
HEP B VIRUS DNA QUANT,148.13
HEP C VIRUS AB W/BANDS,53.55
HEPARIN ANTI-XA,19.02
HEPARIN IND THROMBOCYTOPENIA IGG,28.78
HEPARIN INDUCED THROMBOCI,28.78
HEPATIC FUNCTION PANEL,28.28
HEPATIC VENO  W/O HEMODY,8313
HEPATITIS A TOTAL AB,42.79
HEPATITIS B VACCINE,0.01
HEPATITIS BE ANTIBODY,40.04
HEPATITIS BE ANTIGEN,39.79
HEPATITIS C ANTIBODY,49.29
HEPATITIS C ANTIBODY/2,49.29
HEPATITIS C GENOTYPE,121.36
HEPATITIS C GENOTYPE,890.24
HEPATOBIL SYST IMAG W DRUG,1320
HEPATOBILIARY SYSTEM IMAGING,1320
HEPATOLITE TC99M DISOFEN TO 15MCI,22
HEPTIMAX HCV,148.13
HER-2/NEU PARAFFIN BLOCK (FISH),541
HERPES SIMP 1&2 IGM AB,54.55
HERPES SIMPLEX 1&2 IGG AB,57.05
HERPES SIMPLEX 2 IGG AB,72.81
HERPES SIMPLEX 2/2 IGG AB,72.81
HERPES SIMPLEX CULTURE,118.38
HERPES SIMPLEX TYPING,15.26
HERPES SIMPLEX VIRUS CULT AND TYP,118.38
HERPES SIMPLEX VIRUS PCR,60.3
HERPES SIMPLEX VIRUS PCR/1,60.3
HERPESVIRUS 6  IGG IGM AB 1OF2,57.05
HERPESVIRUS 6  IGG IGM AB 2OF2,57.05
HGB,7.51
HI SS APP FOOT 1ST 100CM2>100CM2,3345
HI SS APP FOOT 1ST 25CM2 <100CM2,3345
HI SS APP FOOT EA AD100CM2>100CM2,3345
HI SS APP LEG 1ST 100CM2 >100CM2,3345
HI SS APP LEG 1ST 25CM2 <100CM2,3345
HI SS APP LEG EA ADD 25CM2<100CM2,3345
HI SS APP LEG EA ADD100CM2>100CM2,3345
HI SS APPFOOT EA ADD 25CM2<100CM2,3345
HIAA 5,41.79
HIB (HAEMPHILUS B) VACCINE,30
HIB VACCINE,0.01
HIP AP FOLLOWUP RT 1V,286
HIP APA FOLLOW-UP LT 1V,286
HIP INIT EXAM BILA MIN 2V,1031
HIP INTRAOP LT,286
HIP INTRAOP RT,286
HIP MIN 2 VIEWS LEFT,945
HIP MIN 2 VIEWS RIGHT,945
HIPPS CODE,0
HISTAMINE PLASMA,108.85
HISTOCHEMICAL STAINS ADD-ON,100.09
HISTONE DNA COMPLEX IGG ANTIBODY,65.56
HISTONE-DNA COMPLEX IGG AB,37.53
HISTOPLASMA AB COMP FIXATN SERUM,21.48
HISTOPLASMA GALACTOMANNAN AG URIN,38.03
HIV 1 GENOTYPE,294.26
HIV 1 RNA  QUALITATIVE TMA,121.36
HIV 1 RNA QUANTITATION,294.26
HIV 1/2 AB DIFFERENTIATION,34.78
HIV AB,48.79
HIV-1 GENO W/REV TRANS&PROT INHIB,929.57
HIV-1 PHENOSENSE EA ADDL,113
HIV-1 PHENOSENSE FIRST 1-10,1937
HLA A  B TYPE PLT TX,176
HLA A B C DR TYPING,176
HLA A B C FAM INTERMED,163
HLA ANTIBODY SCREEN,249
HLA B 27 DISEASE ASSOCIATION,248.12
HLA B5701 TEST,193.2
HLA CROSSMATCH,208
HLA DR DQ FAM INTERMED,487
HLA FAM INTERMED,408
HLA II TYPING 1 ALLELE EA,375
HLA II TYPING 1 LOCUS HR EA3OF3,360
HLA II TYPING 1 LOCUS LR EA2OF3,255.12
HLA II TYPING AG EQUIV LR,175
HLA TYPING DR,360
HLA TYPING FOR CELIAC DISEASE1OF3,255.12
HLA TYPING SGL TYPING,406
HLA/SDP LEUKOREDUCED,3022
HLA-B27 ANTIGEN,163
HOLT MONIT/RECORDING UP TO 48 HRS,435
HOLT MONIT/SCAN REPRT UP TO 48 HR,550
HOMOCYSTEINE,75.07
HOSP OP VISIT CANCELED PROCEDURE,250
HOSPITAL OP E&M OFFICE VISIT,250
HOSPITAL OP E&M OFFICE VISIT,250
HOSPITAL OP E&M OFFICE VISIT,250
HOSPITAL OP E&M W/ PROCEDURE,250
HOSPITAL OP E&M W/ PROCEDURE,250
HOSPITAL OP E&M W/ PROCEDURE,250
HOT PACK,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS,50
HOT PACKS/1,50
HOT PACKS/2,50
HOT PACKS/3,50
HOT PACKS/4,50
HP 3RD TRIMESTER VISIT,125
HP POST PARTUM VISIT,125
HPV HIGH-RISK TYPES,121.36
HPV TYPES 16 & 18 ONLY,121.36
HSV 1 IGM TITER,57.05
HSV 1/2 PCR CSF,60.3
HSV 1/2AB(IGM) IFA W/RFLX TO TITR,57.05
HSV 2 IGM TITER,72.81
HSV 2/2 PCR CSF,60.3
HSV DNA AMP PROBE,60.3
HTLV 1/11,57.05
HTLV-I/II IMMUNOBLOT,57.05
HU AB SCRN RFLX TITR&WESTRN BLOT,44.04
HU AB TITER  SERUM,28.78
HU YO RI AB W/RLX TITR WEST BLOT,44.04
HUBBARD TANK EA 15 MIN,248
HUBBARD TANK EA 15 MIN,248
HUBBARD TANK EA 15 MIN MOD 59,248
HUMAN GROWTH HORMONE,64.56
HUMERUS MIN 2 VIEWS LEFT,734
HUMERUS MIN 2 VIEWS RIGHT,734
HYALOMATRIX P/SQ CM 10X10 PIECE,24.37
HYALOMATRIX P/SQ CM 10X20 PIECE,22.18
HYALOMATRIX P/SQ CM 2.5X2.5 PIECE,63
HYALOMATRIX P/SQ CM 5X5 PIECE,28
HYDROXYPROGEST 17 ALPHA,105.84
HYPERSENSITIVITY PNEUMONITIS SCRN,47.61
HYSTERECTOMY AFTER CESAREAN SECTN,4854
HYSTERECTOMY AFTER VAGINAL DELVRY,7200
HYSTEROSALPINGOGRAM,1260
I & D ABSC INTRA ORAL,200
I & D AXILLARY ABSCESS,1770
I AND D HEMATOMA,2830
I&D ABSCESS COMP/MULTIPLE,160
I&D ABSCESS COMP/MULTIPLE,738
I&D ABSCESS SIMPLE/SINGLE,738
I&D ABSCESS SIMPLE/SINGLE,643
I&D ABSCESS SIMPLE/SINGLE/1,167
I&D ABSCESS SIMPLE/SINGLE/2,167
I&D CYST VULVA/PERINEUM/1,200
I&D CYSYT BARTHOLIN/1,160
I&D HEMATOMA  SEROMA,2830
I&D HEMATOMA/FLUID COLLEC,1981
I&D LEG OR ANKLE  INFECTED BURSA,2689
I&D PILONIDAL CYST SIMP,738
I&D REMOVAL F.B. SUBCUT T,287
I&D SHOULDER INFECTED BURSA,1638
I&D-COMPLICATED/MULTIPLE,643
I123 DX (100-999 UCI),202
I-123 MIBG  PER DOSE UP TO 15MCI,10155
I-123 SODIUM IODIDE P/MCI,449
I-131 DIAG PER 100 UCI,73
I131 DIAG SOL PER MCI,30
I131 DIAGNOSTIC CAPS PER MCI,25
I131 THERAPY CAP/MCI,25
I131 THERAPY SOL PER MCI,30
IA-2 AUTOANTIBODIES,87.58
IABP ADJUSTMENT,2992
IABP DEVICE,2925
IABP DEVICE,4352
ICE INTRACARDIAC ECHO,8140
ICE MASSAGE EA 15 MIN,175
ICE MASSAGE EA 15 MIN,175
ICE MASSAGE EA 15 MIN MOD 59,175
ICE MASSAGE EA 15 MIN MOD 59,175
ICE MASSAGE EACH 15 MINS,175
ICE MASSAGE EACH 15 MINS,175
ICE MASSAGE EACH 15 MINS MOD 59,175
ICE MASSAGE EACH 15 MINS MOD 59,175
ICE MASSAGE EACH 15 MINS MOD59,175
ICE MASSAGE EACH 15 MINS/1,175
IFE SERUM (2OF4) IGA,36.28
IFE SERUM (3OF4) IGM,36.28
IFE SERUM (4OF4) ELECTROPHORESIS,85.83
IFE SERUM 1OF4,36.28
IGE ALTERNARIA ALTERNATA,18.52
IGE ASPERGILLUS FUMIGATUS,18.52
IGE CAT DANDER,18.52
IGE CLADOSPORIUM HERBARUM,18.52
IGE D FARINAE,18.52
IGE D PTERONYSSINUS,18.52
IGE PEANUT,18.52
IGE PEANUT COMPONENT PROFILE,18.52
IGE PENICILLIUM CHRYSOGEN,18.52
IGE TIMOTHY GRASS,18.52
IGF-BP3,52.55
IGG SUBCLASS 4,17
IGG SUBCLASSES (1OF5),36.28
IGG SUBGLASSES 2 OF 5 IGG1,17
IGG SUBGLASSES 3 OF 5 IGG2,17
IGG SUBGLASSES 4 OF 5 IGG3,17
IGG SUBGLASSES 5 OF 5 IGG4,17
ILIAC PTA ADD ON,17780
ILIAC PTA UNILATERAL,17780
ILIAC STENT & PTA,17780
ILIAC STENT &PTA ADD ON,17780
IM/SUB Q INJECTION,286
IM/SUBQ INJ (NOT CHEMO),286
IMADM ANY ROUTE 1ST VAC/TOX,20
IMAGE GUIDE CATH FLUID DRAIN PERC,718
IMAGED THIN PREP PAP SCREEN,57.6
IMIPRAMINE SERUM,200
IMMUNE ADMIN ORAL/NASAL EA ADD,30
IMMUNE ADMIN ORAL/NASAL INITIAL,38
IMMUNIZATION ADMIN  1 VAC,80
IMMUNIZATION ADMIN ADD'L,80
IMMUNIZATION ADMIN EA ADDL VACCIN,28
IMMUNIZATION ADMIN EA ADDL VACCIN,28
IMMUNIZATION ADMIN INITIAL,45
IMMUNIZATION ADMIN/1,26
IMMUNOASSAY NONANTIBODY 3OF3,37.53
IMMUNOASSAY QUANT NOS NONAB 2OF3,48.04
IMMUNOFLOR,100.09
IMMUNOFLUOR ANTB 1ST STAIN,314
IMMUNOFLUOR ANTB ADDL STAIN,157
IMMUNOGLOBINS EA (2OF3)IGA,36.28
IMMUNOGLOBINS EA (3OF3)IGM,36.28
IMMUNOGLOBULIN A,36.28
IMMUNOGLOBULIN ASSAY NAIT 3OF3,25.68
IMMUNOGLOBULIN E,63.56
IMMUNOGLOBULIN G,36.28
IMMUNOGLOBULIN M,36.28
IMMUNOHIST/SPEC EA MULTIPLEX ANTI,480
IMMUNOHISTOCHEMISTRY 1ST,299
IMMUNOHISTOCHEMISTRY ADDITIONAL,92.83
IMPELLA DEVICE,62500
IMPELLA PERC VAD,6697
IMPLANT CARDIAC EV MONITO,15110
IMPLANT CONCIERGE PLANNING,150
IMPLANT ICD LEAD/GEN BIV,10200
IMPLANT ICD LEAD/GEN DUAL,10200
IMPLANT ICD LEAD/GEN SNGL,10200
IMPLANT PRESSURE SENSOR W/ANGIO,12163
IMPLT SUBQ DEFIB INTERROGATE,160
IMPLT SUBQ DEFIB SYS DEV EVAL,160
IMPORT FEE,100
IMRT COMPLEX,2438
IMRT MULTI-LEAF COLLIMATION,894
IMRT PLANNING,5730
IMRT SIMPLE,2394
IN111 DTPA UP TO 25 MCI,1010
IN111 LABELED WBC/DOSE,5272
IN-111 OCTREOTIDE/DOSE,5150
IN111 PROSTASCINT UP TO 10 MCI,9135
INADM ANY ROUTE ADDL VAC/TOX,100
INCISION DRAIN DEBRID POST OP,6088
INCISION/REM FB SUBQ CPLX,2830
INCOMPLETE ABORTION  MVA,1407
INCUBATION SERUM W DRUG EA,137.84
IN-DEPTH PSYCHOSOCIAL PER 15 MIN,15
INDIRECT EA AB TITER,202.37
INDIRECT PLATELET ANTIBODY,28.78
INDIRECT SPERM ANTIBODY D,118
INDOLE TEST  OTHER SOURCE,33.53
INDUCED ABORTION BY D&E,4286
INDUCED SPUTUM,230
INFANT HEARING SCREEN,380
INFANT MASSAGE,75
INFANT OXY HOOD 1ST DAY,411
INFECTIOUS MONO SCRN,20.27
INFERTILITY-MALE  Y CHROM DNA,130
INFLATION DEVICE,360
INFLUENZA A AG IF,38.03
INFLUENZA A AG IF,38.03
INFLUENZA A/B AG 1 OF 2,18.91
INFLUENZA A/B AG 2 OF 2,18.91
INFLUENZA A/B VIRUS ABS  G/M,23.29
INFLUENZA B AG IF,38.03
INFLUENZA B AG IF,38.03
INFLUENZA VACCINE > 3 YRS,9
INFLUENZA VACCINE TRIVAL > 3YRS,43
INFUSION CATH LEVEL 1,270
INFUSION CATH LEVEL 2,370
INFUSION CATH LEVEL 3,470
INFUSION CATH LEVEL 4,570
INFUSION CATH LEVEL 5,670
INFUSION CATH LEVEL 6,770
INFUSION CATH LEVEL 7,870
INFUSION CATH LEVEL 8,970
INHIBIN A,20.27
INHIBIN B,52.55
INHIBIT/SERUM EA ARC,100
INHIBITION ASSAY RFLX,57.05
INJ 1+ TRIGGER 1 OR 2 MUSCLE,806
INJ ANES AGENT FEMORAL NERVE SING,737
INJ ANES OTHER PERIPH NERVE/BRNCH,662
INJ CARPAL TUNNEL,725
INJ ELBOW ARTHROGRAPHY LT,397
INJ ELBOW ARTHROGRAPHY RT,397
INJ EPIDURAL BLOOD PATCH,716
INJ FOR KIDNEY XRAY EXIST ACCESS,643
INJ FOR PULMONARY ANGIO,1200
INJ GADOTERATE MEGLUMI 0.1 ML,12
INJ GALACTOGRAM,643
INJ HIP ARTHROGRAPHY W/O ANES LT,397
INJ HIP ARTHROGRAPHY W/O ANES RT,397
INJ HYSTEROSONOGRAPHY,645
INJ IM/SQ,105
INJ KNEE ARTHROGRAPHY LT,397
INJ KNEE ARTHROGRAPHY RT,397
INJ LAP BAND OFFICE/OP VISIT EST,286
INJ PHARM AGENT ADMIN,1200
INJ PLANTAR DIGITAL NERVE,690
INJ PROC EVAL PREV PERIT-VEN SHNT,690
INJ PROC RADIOACTIV SENTINEL NODE,397
INJ PX EXTREM VENOGRAPHY,643
INJ RADIOPHAR NON-IMAGING,741
INJ RT VENT OR RT ATRIAL ANGIO,1200
INJ SHOULDER ARTHROGRAPHY LT,397
INJ SHOULDER ARTHROGRAPHY RT,397
INJ SINOGRAM,645
INJ SKIN LESION > 7,104
INJ SKIN LESION 7 OR LESS,104
INJ SUPRAVALVULAR AORTOGRPHY,1200
INJ TENDON ORIGIN/INSERTION,690
INJ TENDON SHEATH OR LIGAMENT,690
INJ TRIGGER PT 1-2 MUSCLE(S),202
INJ WRIST ARTHROGRAPHY LT,397
INJ WRIST ARTHROGRAPHY RT,397
INJ. FOR RETROGRADE,737
INJ. HYSTEROSALPINGOGRAPH,645
INJECT CONGENITAL CARD CATH,1200
INJECT HRT CONGENITAL ART/GRAFT,1200
INJECT SPINE LUMBAR/SACRAL,2022
INJECTION  TENDON LIGAMENT  JOINT,202
INJECTION FOR CYSTOGRAPHY,645
INJECTION IM OR SQ,120
INLAY PORCEL/CERAM 2 SURF,600
INLAY PORCEL/CERAM 3+SURF,770
INS ICD ONLY SING EXIST LEAD,99000
INS LEAD PACE-DEFIB DUAL,15858
INS LV PACING ELECT & CONNECT,43492
INS PLSE GEN SINGLE,30258
INS/REM-REPLACE IIMS COMPL SYSTEM,43861
INS/REPL PPM VENT ELEC,36994
INS/REPLACE PPM AV ELEC,45243
INSERT BLADDER CATHETER,568
INSERT CANNULA FOR HEMODIALYSIS,3765
INSERT CATH PLEURA W/ IMAGE,2830
INSERT CATH VEIN VENOUS SAMPLING,3185
INSERT DRUG DELIV IMPLANT,45
INSERT FOLEY CATH,106
INSERT HRT PACE ATRIAL,36990
INSERT LEAD PACE-DEFIB 1,15862
INSERT NON-INDWELL BLADDER CATH,643
INSERT OF UTERINE TANDEMS,1987
INSERT ONLY AICD GEN DUAL,113473
INSERT PULSE GEN DUAL,34245
INSERT SUBQ DEFIB ELECTROD,17598
INSERT SUBQ DEFIB PLS GEN,99000
INSERT SUBQ DEFIB W/ELECTROD,101304
INSERT TEMP BLADDER CATH FOLEY,643
INSERTION CERVICAL DILATOR,643
INSERTION IUD/1,54
INSERTION IVC FILTER,14476
INSERTION NON-INDWELLIN CATHETER,106
INSERTION OF CATH FOR CYSTOGRAM,737
INSERTION OF CHEST TUBE,1076.12
INSERTION OF VAGINAL CYLINDER,3247
INSERTION TEMPORARY FOLEY,643
INSRT TEMP PACEMAKER SGL,16281
INSULIN ANTIBODY,45.79
INSULIN LIKE GROWTH FACTR,64.56
INSULIN TOTAL,43.54
INTACT PTH,160.89
INTAKE PACKAGE,250
INTERNAL JUGL SINUS VENOG,1728
INTEROG IMP CV MON SYS,238
INTEROG IMP CV MON SYS REMOTE,238
INTEROG PM/ICD REMOTE,238
INTERROG DEV EVAL PACEMKR,225
INTERROG TRANSVENOUS DEV EVAL ICD,225
INTERROGATION AICD,225
INTERROGATION PACEMAKER,225
INTR LONG GI TUBE PLACEMT,763
INTRACARD EPS 3D MAPPING,13365
INTRACRANIAL STENTS,6600
INTRALUMINAL STRICTURE DI,2317
INTRAOP NEURO TEST EA 15 MIN,1400
INTRAOPERATIVE CONSULT,85.08
INTRAOPERATIVE PTH,160.89
INTRAORAL OCCLUSAL,40
INTRAORAL PA XRA 1ST FLM,20
INTRAORAL PA XRAY-ADDTL,20
INTRAORAL-COMPLETE SERIES,110
INTRAVASCULAR US EA ADD'L W/S&I,898
INTRAVENOUS PYELOGRAM,1618
